Unnamed: 0,time_set,events,events_cluster
0,2021-05-18 00:00:00,c,c_1
1,2021-05-18 01:00:00,c,c_1
2,2021-05-18 02:00:00,c,c_1
3,2021-05-18 03:00:00,c,c_1
4,2021-05-18 04:00:00,c,c_1
5,2021-05-18 05:00:00,c,c_1
6,2021-05-18 06:00:00,c,c_1
7,2021-05-18 07:00:00,c,c_1
8,2021-05-18 08:00:00,c,c_1
9,2021-05-18 09:00:00,c,c_1
10,2021-05-18 10:00:00,c,c_1
11,2021-05-18 11:00:00,c,c_1
12,2021-05-18 12:00:00,c,c_1
13,2021-05-18 13:00:00,c,c_1
14,2021-05-18 14:00:00,c,c_1
15,2021-05-18 15:00:00,c,c_1
16,2021-05-18 16:00:00,c,c_1
17,2021-05-18 17:00:00,c,c_1
18,2021-05-18 18:00:00,b,b_0
19,2021-05-18 19:00:00,b,b_0
20,2021-05-18 20:00:00,b,b_0
21,2021-05-18 21:00:00,d,d_0
22,2021-05-18 22:00:00,d,d_0
23,2021-05-18 23:00:00,d,d_0
24,2021-05-19 00:00:00,d,d_0
25,2021-05-19 01:00:00,d,d_0
26,2021-05-19 02:00:00,c,c_0
27,2021-05-19 03:00:00,c,c_0
28,2021-05-19 04:00:00,c,c_0
29,2021-05-19 05:00:00,c,c_0
30,2021-05-19 06:00:00,a,a_2
31,2021-05-19 07:00:00,a,a_2
32,2021-05-19 08:00:00,a,a_2
33,2021-05-19 09:00:00,a,a_2
34,2021-05-19 10:00:00,a,a_2
35,2021-05-19 11:00:00,a,a_2
36,2021-05-19 12:00:00,a,a_2
37,2021-05-19 13:00:00,a,a_2
38,2021-05-19 14:00:00,a,a_2
39,2021-05-19 15:00:00,a,a_2
40,2021-05-19 16:00:00,a,a_2
41,2021-05-19 17:00:00,a,a_2
42,2021-05-19 18:00:00,a,a_2
43,2021-05-19 19:00:00,a,a_2
44,2021-05-19 20:00:00,a,a_2
45,2021-05-19 21:00:00,a,a_2
46,2021-05-19 22:00:00,a,a_2
47,2021-05-19 23:00:00,a,a_2
48,2021-05-20 00:00:00,a,a_2
49,2021-05-20 01:00:00,a,a_2
50,2021-05-20 02:00:00,a,a_2
51,2021-05-20 03:00:00,a,a_2
52,2021-05-20 04:00:00,a,a_2
53,2021-05-20 05:00:00,a,a_2
54,2021-05-20 06:00:00,a,a_2
55,2021-05-20 07:00:00,a,a_2
56,2021-05-20 08:00:00,a,a_2
57,2021-05-20 09:00:00,a,a_2
58,2021-05-20 10:00:00,a,a_2
59,2021-05-20 11:00:00,a,a_2
60,2021-05-20 12:00:00,a,a_2
61,2021-05-20 13:00:00,a,a_2
62,2021-05-20 14:00:00,a,a_2
63,2021-05-20 15:00:00,a,a_2
64,2021-05-20 16:00:00,a,a_2
65,2021-05-20 17:00:00,a,a_2
66,2021-05-20 18:00:00,a,a_2
67,2021-05-20 19:00:00,a,a_2
68,2021-05-20 20:00:00,a,a_2
69,2021-05-20 21:00:00,a,a_2
70,2021-05-20 22:00:00,a,a_2
71,2021-05-20 23:00:00,a,a_2
72,2021-05-21 00:00:00,a,a_2
73,2021-05-21 01:00:00,a,a_2
74,2021-05-21 02:00:00,a,a_2
75,2021-05-21 03:00:00,a,a_2
76,2021-05-21 04:00:00,a,a_2
77,2021-05-21 05:00:00,a,a_2
78,2021-05-21 06:00:00,a,a_2
79,2021-05-21 07:00:00,a,a_2
80,2021-05-21 08:00:00,a,a_2
81,2021-05-21 09:00:00,a,a_2
82,2021-05-21 10:00:00,a,a_2
83,2021-05-21 11:00:00,a,a_2
84,2021-05-21 12:00:00,a,a_2
85,2021-05-21 13:00:00,a,a_2
86,2021-05-21 14:00:00,a,a_2
87,2021-05-21 15:00:00,a,a_2
88,2021-05-21 16:00:00,a,a_2
89,2021-05-21 17:00:00,a,a_2
90,2021-05-21 18:00:00,a,a_2
91,2021-05-21 19:00:00,a,a_2
92,2021-05-21 20:00:00,a,a_2
93,2021-05-21 21:00:00,a,a_2
94,2021-05-21 22:00:00,a,a_2
95,2021-05-21 23:00:00,a,a_2
96,2021-05-22 00:00:00,a,a_2
97,2021-05-22 01:00:00,a,a_2
98,2021-05-22 02:00:00,a,a_2
99,2021-05-22 03:00:00,a,a_2
100,2021-05-22 04:00:00,e,e_0
101,2021-05-22 05:00:00,e,e_0
102,2021-05-22 06:00:00,e,e_0
103,2021-05-22 07:00:00,e,e_0
104,2021-05-22 08:00:00,e,e_0
105,2021-05-22 09:00:00,d,d_1
106,2021-05-22 10:00:00,d,d_1
107,2021-05-22 11:00:00,d,d_1
108,2021-05-22 12:00:00,d,d_1
109,2021-05-22 13:00:00,d,d_1
110,2021-05-22 14:00:00,d,d_1
111,2021-05-22 15:00:00,d,d_1
112,2021-05-22 16:00:00,d,d_1
113,2021-05-22 17:00:00,d,d_1
114,2021-05-22 18:00:00,d,d_1
115,2021-05-22 19:00:00,d,d_1
116,2021-05-22 20:00:00,d,d_1
117,2021-05-22 21:00:00,c,c_0
118,2021-05-22 22:00:00,c,c_0
119,2021-05-22 23:00:00,c,c_0
120,2021-05-23 00:00:00,c,c_0
121,2021-05-23 01:00:00,e,e_0
122,2021-05-23 02:00:00,e,e_0
123,2021-05-23 03:00:00,b,b_1
124,2021-05-23 04:00:00,b,b_1
125,2021-05-23 05:00:00,b,b_1
126,2021-05-23 06:00:00,b,b_1
127,2021-05-23 07:00:00,b,b_1
128,2021-05-23 08:00:00,b,b_1
129,2021-05-23 09:00:00,b,b_1
130,2021-05-23 10:00:00,b,b_1
131,2021-05-23 11:00:00,b,b_1
132,2021-05-23 12:00:00,b,b_1
133,2021-05-23 13:00:00,a,a_0
134,2021-05-23 14:00:00,a,a_0
135,2021-05-23 15:00:00,a,a_0
136,2021-05-23 16:00:00,a,a_0
137,2021-05-23 17:00:00,a,a_0
138,2021-05-23 18:00:00,a,a_0
139,2021-05-23 19:00:00,a,a_0
140,2021-05-23 20:00:00,a,a_0
141,2021-05-23 21:00:00,a,a_0
142,2021-05-23 22:00:00,a,a_0
143,2021-05-23 23:00:00,c,c_1
144,2021-05-24 00:00:00,c,c_1
145,2021-05-24 01:00:00,c,c_1
146,2021-05-24 02:00:00,c,c_1
147,2021-05-24 03:00:00,c,c_1
148,2021-05-24 04:00:00,c,c_1
149,2021-05-24 05:00:00,c,c_1
150,2021-05-24 06:00:00,c,c_1
151,2021-05-24 07:00:00,c,c_1
152,2021-05-24 08:00:00,c,c_1
153,2021-05-24 09:00:00,c,c_1
154,2021-05-24 10:00:00,c,c_1
155,2021-05-24 11:00:00,c,c_1
156,2021-05-24 12:00:00,c,c_1
157,2021-05-24 13:00:00,c,c_1
158,2021-05-24 14:00:00,e,e_0
159,2021-05-24 15:00:00,e,e_0
160,2021-05-24 16:00:00,a,a_2
161,2021-05-24 17:00:00,a,a_2
162,2021-05-24 18:00:00,a,a_2
163,2021-05-24 19:00:00,a,a_2
164,2021-05-24 20:00:00,a,a_2
165,2021-05-24 21:00:00,a,a_2
166,2021-05-24 22:00:00,a,a_2
167,2021-05-24 23:00:00,a,a_2
168,2021-05-25 00:00:00,a,a_2
169,2021-05-25 01:00:00,a,a_2
170,2021-05-25 02:00:00,a,a_2
171,2021-05-25 03:00:00,a,a_2
172,2021-05-25 04:00:00,a,a_2
173,2021-05-25 05:00:00,a,a_2
174,2021-05-25 06:00:00,a,a_2
175,2021-05-25 07:00:00,a,a_2
176,2021-05-25 08:00:00,a,a_2
177,2021-05-25 09:00:00,a,a_2
178,2021-05-25 10:00:00,a,a_2
179,2021-05-25 11:00:00,a,a_2
180,2021-05-25 12:00:00,a,a_2
181,2021-05-25 13:00:00,a,a_2
182,2021-05-25 14:00:00,a,a_2
183,2021-05-25 15:00:00,a,a_2
184,2021-05-25 16:00:00,a,a_2
185,2021-05-25 17:00:00,a,a_2
186,2021-05-25 18:00:00,a,a_2
187,2021-05-25 19:00:00,a,a_2
188,2021-05-25 20:00:00,a,a_2
189,2021-05-25 21:00:00,a,a_2
190,2021-05-25 22:00:00,a,a_2
191,2021-05-25 23:00:00,a,a_2
192,2021-05-26 00:00:00,a,a_2
193,2021-05-26 01:00:00,a,a_2
194,2021-05-26 02:00:00,a,a_2
195,2021-05-26 03:00:00,a,a_2
196,2021-05-26 04:00:00,a,a_2
197,2021-05-26 05:00:00,a,a_2
198,2021-05-26 06:00:00,a,a_2
199,2021-05-26 07:00:00,a,a_2
200,2021-05-26 08:00:00,a,a_2
201,2021-05-26 09:00:00,a,a_2
202,2021-05-26 10:00:00,a,a_2
203,2021-05-26 11:00:00,a,a_2
204,2021-05-26 12:00:00,a,a_2
205,2021-05-26 13:00:00,a,a_2
206,2021-05-26 14:00:00,a,a_2
207,2021-05-26 15:00:00,a,a_2
208,2021-05-26 16:00:00,a,a_2
209,2021-05-26 17:00:00,a,a_2
210,2021-05-26 18:00:00,a,a_2
211,2021-05-26 19:00:00,a,a_2
212,2021-05-26 20:00:00,a,a_2
213,2021-05-26 21:00:00,a,a_2
214,2021-05-26 22:00:00,a,a_2
215,2021-05-26 23:00:00,a,a_2
216,2021-05-27 00:00:00,a,a_2
217,2021-05-27 01:00:00,a,a_2
218,2021-05-27 02:00:00,a,a_2
219,2021-05-27 03:00:00,a,a_2
220,2021-05-27 04:00:00,a,a_2
221,2021-05-27 05:00:00,a,a_2
222,2021-05-27 06:00:00,a,a_2
223,2021-05-27 07:00:00,a,a_2
224,2021-05-27 08:00:00,a,a_2
225,2021-05-27 09:00:00,a,a_2
226,2021-05-27 10:00:00,a,a_2
227,2021-05-27 11:00:00,a,a_2
228,2021-05-27 12:00:00,a,a_2
229,2021-05-27 13:00:00,a,a_2
230,2021-05-27 14:00:00,a,a_2
231,2021-05-27 15:00:00,a,a_2
232,2021-05-27 16:00:00,a,a_2
233,2021-05-27 17:00:00,a,a_2
234,2021-05-27 18:00:00,a,a_2
235,2021-05-27 19:00:00,c,c_0
236,2021-05-27 20:00:00,c,c_0
237,2021-05-27 21:00:00,c,c_0
238,2021-05-27 22:00:00,c,c_0
239,2021-05-27 23:00:00,b,b_0
240,2021-05-28 00:00:00,b,b_0
241,2021-05-28 01:00:00,b,b_0
242,2021-05-28 02:00:00,e,e_0
243,2021-05-28 03:00:00,e,e_0
244,2021-05-28 04:00:00,a,a_1
245,2021-05-28 05:00:00,a,a_1
246,2021-05-28 06:00:00,a,a_1
247,2021-05-28 07:00:00,a,a_1
248,2021-05-28 08:00:00,a,a_1
249,2021-05-28 09:00:00,a,a_1
250,2021-05-28 10:00:00,a,a_1
251,2021-05-28 11:00:00,a,a_1
252,2021-05-28 12:00:00,a,a_1
253,2021-05-28 13:00:00,a,a_1
254,2021-05-28 14:00:00,a,a_1
255,2021-05-28 15:00:00,a,a_1
256,2021-05-28 16:00:00,a,a_1
257,2021-05-28 17:00:00,a,a_1
258,2021-05-28 18:00:00,a,a_1
259,2021-05-28 19:00:00,a,a_1
260,2021-05-28 20:00:00,a,a_1
261,2021-05-28 21:00:00,a,a_1
262,2021-05-28 22:00:00,a,a_1
263,2021-05-28 23:00:00,a,a_1
264,2021-05-29 00:00:00,a,a_1
265,2021-05-29 01:00:00,a,a_1
266,2021-05-29 02:00:00,a,a_1
267,2021-05-29 03:00:00,a,a_1
268,2021-05-29 04:00:00,a,a_1
269,2021-05-29 05:00:00,a,a_1
270,2021-05-29 06:00:00,a,a_1
271,2021-05-29 07:00:00,a,a_1
272,2021-05-29 08:00:00,a,a_1
273,2021-05-29 09:00:00,a,a_1
274,2021-05-29 10:00:00,d,d_1
275,2021-05-29 11:00:00,d,d_1
276,2021-05-29 12:00:00,d,d_1
277,2021-05-29 13:00:00,d,d_1
278,2021-05-29 14:00:00,d,d_1
279,2021-05-29 15:00:00,d,d_1
280,2021-05-29 16:00:00,d,d_1
281,2021-05-29 17:00:00,d,d_1
282,2021-05-29 18:00:00,d,d_1
283,2021-05-29 19:00:00,d,d_1
284,2021-05-29 20:00:00,d,d_1
285,2021-05-29 21:00:00,d,d_1
286,2021-05-29 22:00:00,c,c_0
287,2021-05-29 23:00:00,c,c_0
288,2021-05-30 00:00:00,c,c_0
289,2021-05-30 01:00:00,c,c_0
290,2021-05-30 02:00:00,b,b_2
291,2021-05-30 03:00:00,b,b_2
292,2021-05-30 04:00:00,b,b_2
293,2021-05-30 05:00:00,b,b_2
294,2021-05-30 06:00:00,b,b_2
295,2021-05-30 07:00:00,b,b_2
296,2021-05-30 08:00:00,b,b_2
297,2021-05-30 09:00:00,b,b_2
298,2021-05-30 10:00:00,b,b_2
299,2021-05-30 11:00:00,b,b_2
300,2021-05-30 12:00:00,b,b_2
301,2021-05-30 13:00:00,b,b_2
302,2021-05-30 14:00:00,b,b_2
303,2021-05-30 15:00:00,b,b_2
304,2021-05-30 16:00:00,b,b_2
305,2021-05-30 17:00:00,b,b_2
306,2021-05-30 18:00:00,b,b_2
307,2021-05-30 19:00:00,b,b_2
308,2021-05-30 20:00:00,b,b_2
309,2021-05-30 21:00:00,b,b_2
310,2021-05-30 22:00:00,b,b_2
311,2021-05-30 23:00:00,e,e_0
312,2021-05-31 00:00:00,e,e_0
313,2021-05-31 01:00:00,e,e_0
314,2021-05-31 02:00:00,e,e_0
315,2021-05-31 03:00:00,e,e_0
316,2021-05-31 04:00:00,c,c_2
317,2021-05-31 05:00:00,c,c_2
318,2021-05-31 06:00:00,c,c_2
319,2021-05-31 07:00:00,c,c_2
320,2021-05-31 08:00:00,c,c_2
321,2021-05-31 09:00:00,c,c_2
322,2021-05-31 10:00:00,c,c_2
323,2021-05-31 11:00:00,c,c_2
324,2021-05-31 12:00:00,c,c_2
325,2021-05-31 13:00:00,c,c_2
326,2021-05-31 14:00:00,c,c_2
327,2021-05-31 15:00:00,c,c_2
328,2021-05-31 16:00:00,c,c_2
329,2021-05-31 17:00:00,c,c_2
330,2021-05-31 18:00:00,c,c_2
331,2021-05-31 19:00:00,c,c_2
332,2021-05-31 20:00:00,c,c_2
333,2021-05-31 21:00:00,c,c_2
334,2021-05-31 22:00:00,c,c_2
335,2021-05-31 23:00:00,c,c_2
336,2021-06-01 00:00:00,c,c_2
337,2021-06-01 01:00:00,c,c_2
338,2021-06-01 02:00:00,c,c_2
339,2021-06-01 03:00:00,c,c_2
340,2021-06-01 04:00:00,c,c_2
341,2021-06-01 05:00:00,c,c_2
342,2021-06-01 06:00:00,c,c_2
343,2021-06-01 07:00:00,c,c_2
344,2021-06-01 08:00:00,c,c_2
345,2021-06-01 09:00:00,c,c_2
346,2021-06-01 10:00:00,c,c_2
347,2021-06-01 11:00:00,a,a_0
348,2021-06-01 12:00:00,a,a_0
349,2021-06-01 13:00:00,a,a_0
350,2021-06-01 14:00:00,a,a_0
351,2021-06-01 15:00:00,a,a_0
352,2021-06-01 16:00:00,a,a_0
353,2021-06-01 17:00:00,a,a_0
354,2021-06-01 18:00:00,a,a_0
355,2021-06-01 19:00:00,a,a_0
356,2021-06-01 20:00:00,a,a_0
357,2021-06-01 21:00:00,b,b_0
358,2021-06-01 22:00:00,b,b_0
359,2021-06-01 23:00:00,b,b_0
360,2021-06-02 00:00:00,b,b_0
361,2021-06-02 01:00:00,c,c_0
362,2021-06-02 02:00:00,d,d_0
363,2021-06-02 03:00:00,d,d_0
364,2021-06-02 04:00:00,d,d_0
365,2021-06-02 05:00:00,d,d_0
366,2021-06-02 06:00:00,d,d_0
367,2021-06-02 07:00:00,b,b_2
368,2021-06-02 08:00:00,b,b_2
369,2021-06-02 09:00:00,b,b_2
370,2021-06-02 10:00:00,b,b_2
371,2021-06-02 11:00:00,b,b_2
372,2021-06-02 12:00:00,b,b_2
373,2021-06-02 13:00:00,b,b_2
374,2021-06-02 14:00:00,b,b_2
375,2021-06-02 15:00:00,b,b_2
376,2021-06-02 16:00:00,b,b_2
377,2021-06-02 17:00:00,b,b_2
378,2021-06-02 18:00:00,b,b_2
379,2021-06-02 19:00:00,b,b_2
380,2021-06-02 20:00:00,b,b_2
381,2021-06-02 21:00:00,b,b_2
382,2021-06-02 22:00:00,b,b_2
383,2021-06-02 23:00:00,b,b_2
384,2021-06-03 00:00:00,b,b_2
385,2021-06-03 01:00:00,b,b_2
386,2021-06-03 02:00:00,b,b_2
387,2021-06-03 03:00:00,b,b_2
388,2021-06-03 04:00:00,a,a_1
389,2021-06-03 05:00:00,a,a_1
390,2021-06-03 06:00:00,a,a_1
391,2021-06-03 07:00:00,a,a_1
392,2021-06-03 08:00:00,a,a_1
393,2021-06-03 09:00:00,a,a_1
394,2021-06-03 10:00:00,a,a_1
395,2021-06-03 11:00:00,a,a_1
396,2021-06-03 12:00:00,a,a_1
397,2021-06-03 13:00:00,a,a_1
398,2021-06-03 14:00:00,a,a_1
399,2021-06-03 15:00:00,a,a_1
400,2021-06-03 16:00:00,a,a_1
401,2021-06-03 17:00:00,a,a_1
402,2021-06-03 18:00:00,a,a_1
403,2021-06-03 19:00:00,a,a_1
404,2021-06-03 20:00:00,a,a_1
405,2021-06-03 21:00:00,a,a_1
406,2021-06-03 22:00:00,a,a_1
407,2021-06-03 23:00:00,a,a_1
408,2021-06-04 00:00:00,a,a_1
409,2021-06-04 01:00:00,a,a_1
410,2021-06-04 02:00:00,a,a_1
411,2021-06-04 03:00:00,a,a_1
412,2021-06-04 04:00:00,a,a_1
413,2021-06-04 05:00:00,a,a_1
414,2021-06-04 06:00:00,a,a_1
415,2021-06-04 07:00:00,a,a_1
416,2021-06-04 08:00:00,a,a_1
417,2021-06-04 09:00:00,a,a_1
418,2021-06-04 10:00:00,a,a_1
419,2021-06-04 11:00:00,a,a_1
420,2021-06-04 12:00:00,a,a_1
421,2021-06-04 13:00:00,a,a_1
422,2021-06-04 14:00:00,a,a_1
423,2021-06-04 15:00:00,a,a_1
424,2021-06-04 16:00:00,c,c_2
425,2021-06-04 17:00:00,c,c_2
426,2021-06-04 18:00:00,c,c_2
427,2021-06-04 19:00:00,c,c_2
428,2021-06-04 20:00:00,c,c_2
429,2021-06-04 21:00:00,c,c_2
430,2021-06-04 22:00:00,c,c_2
431,2021-06-04 23:00:00,c,c_2
432,2021-06-05 00:00:00,c,c_2
433,2021-06-05 01:00:00,c,c_2
434,2021-06-05 02:00:00,c,c_2
435,2021-06-05 03:00:00,c,c_2
436,2021-06-05 04:00:00,c,c_2
437,2021-06-05 05:00:00,c,c_2
438,2021-06-05 06:00:00,c,c_2
439,2021-06-05 07:00:00,c,c_2
440,2021-06-05 08:00:00,c,c_2
441,2021-06-05 09:00:00,c,c_2
442,2021-06-05 10:00:00,c,c_2
443,2021-06-05 11:00:00,c,c_2
444,2021-06-05 12:00:00,c,c_2
445,2021-06-05 13:00:00,c,c_2
446,2021-06-05 14:00:00,c,c_2
447,2021-06-05 15:00:00,c,c_2
448,2021-06-05 16:00:00,c,c_2
449,2021-06-05 17:00:00,c,c_2
450,2021-06-05 18:00:00,c,c_2
451,2021-06-05 19:00:00,c,c_2
452,2021-06-05 20:00:00,c,c_2
453,2021-06-05 21:00:00,c,c_2
454,2021-06-05 22:00:00,c,c_2
455,2021-06-05 23:00:00,a,a_2
456,2021-06-06 00:00:00,a,a_2
457,2021-06-06 01:00:00,a,a_2
458,2021-06-06 02:00:00,a,a_2
