Unnamed: 0,time_set,events,events_cluster
0,2021-05-18 00:00:00,e,e_0
1,2021-05-18 01:00:00,e,e_0
2,2021-05-18 02:00:00,a,a_1
3,2021-05-18 03:00:00,a,a_1
4,2021-05-18 04:00:00,a,a_1
5,2021-05-18 05:00:00,a,a_1
6,2021-05-18 06:00:00,a,a_1
7,2021-05-18 07:00:00,a,a_1
8,2021-05-18 08:00:00,a,a_1
9,2021-05-18 09:00:00,a,a_1
10,2021-05-18 10:00:00,a,a_1
11,2021-05-18 11:00:00,a,a_1
12,2021-05-18 12:00:00,a,a_1
13,2021-05-18 13:00:00,a,a_1
14,2021-05-18 14:00:00,a,a_1
15,2021-05-18 15:00:00,a,a_1
16,2021-05-18 16:00:00,a,a_1
17,2021-05-18 17:00:00,a,a_1
18,2021-05-18 18:00:00,a,a_1
19,2021-05-18 19:00:00,a,a_1
20,2021-05-18 20:00:00,a,a_1
21,2021-05-18 21:00:00,a,a_1
22,2021-05-18 22:00:00,a,a_1
23,2021-05-18 23:00:00,a,a_1
24,2021-05-19 00:00:00,a,a_1
25,2021-05-19 01:00:00,a,a_1
26,2021-05-19 02:00:00,a,a_1
27,2021-05-19 03:00:00,a,a_1
28,2021-05-19 04:00:00,a,a_1
29,2021-05-19 05:00:00,a,a_1
30,2021-05-19 06:00:00,a,a_1
31,2021-05-19 07:00:00,a,a_1
32,2021-05-19 08:00:00,e,e_0
33,2021-05-19 09:00:00,e,e_0
34,2021-05-19 10:00:00,c,c_0
35,2021-05-19 11:00:00,b,b_1
36,2021-05-19 12:00:00,b,b_1
37,2021-05-19 13:00:00,b,b_1
38,2021-05-19 14:00:00,b,b_1
39,2021-05-19 15:00:00,b,b_1
40,2021-05-19 16:00:00,b,b_1
41,2021-05-19 17:00:00,b,b_1
42,2021-05-19 18:00:00,b,b_1
43,2021-05-19 19:00:00,b,b_1
44,2021-05-19 20:00:00,b,b_1
45,2021-05-19 21:00:00,c,c_1
46,2021-05-19 22:00:00,c,c_1
47,2021-05-19 23:00:00,c,c_1
48,2021-05-20 00:00:00,c,c_1
49,2021-05-20 01:00:00,c,c_1
50,2021-05-20 02:00:00,c,c_1
51,2021-05-20 03:00:00,c,c_1
52,2021-05-20 04:00:00,c,c_1
53,2021-05-20 05:00:00,c,c_1
54,2021-05-20 06:00:00,c,c_1
55,2021-05-20 07:00:00,c,c_1
56,2021-05-20 08:00:00,c,c_1
57,2021-05-20 09:00:00,c,c_1
58,2021-05-20 10:00:00,c,c_1
59,2021-05-20 11:00:00,c,c_1
