Unnamed: 0,time_set,events,events_cluster
0,2021-05-17 00:00:00,b,b_1
1,2021-05-17 01:00:00,b,b_1
2,2021-05-17 02:00:00,b,b_1
3,2021-05-17 03:00:00,b,b_1
4,2021-05-17 04:00:00,b,b_1
5,2021-05-17 05:00:00,b,b_1
6,2021-05-17 06:00:00,b,b_1
7,2021-05-17 07:00:00,b,b_1
8,2021-05-17 08:00:00,b,b_1
9,2021-05-17 09:00:00,b,b_1
10,2021-05-17 10:00:00,b,b_1
11,2021-05-17 11:00:00,b,b_1
12,2021-05-17 12:00:00,c,c_0
13,2021-05-17 13:00:00,c,c_0
14,2021-05-17 14:00:00,c,c_0
15,2021-05-17 15:00:00,c,c_0
16,2021-05-17 16:00:00,a,a_0
17,2021-05-17 17:00:00,a,a_0
18,2021-05-17 18:00:00,a,a_0
19,2021-05-17 19:00:00,a,a_0
20,2021-05-17 20:00:00,a,a_0
21,2021-05-17 21:00:00,a,a_0
22,2021-05-17 22:00:00,a,a_0
23,2021-05-17 23:00:00,a,a_0
24,2021-05-18 00:00:00,a,a_0
25,2021-05-18 01:00:00,a,a_0
26,2021-05-18 02:00:00,b,b_0
27,2021-05-18 03:00:00,b,b_0
28,2021-05-18 04:00:00,b,b_0
29,2021-05-18 05:00:00,b,b_0
30,2021-05-18 06:00:00,c,c_1
31,2021-05-18 07:00:00,c,c_1
32,2021-05-18 08:00:00,c,c_1
33,2021-05-18 09:00:00,c,c_1
34,2021-05-18 10:00:00,c,c_1
35,2021-05-18 11:00:00,c,c_1
36,2021-05-18 12:00:00,c,c_1
37,2021-05-18 13:00:00,c,c_1
38,2021-05-18 14:00:00,c,c_1
39,2021-05-18 15:00:00,c,c_1
40,2021-05-18 16:00:00,c,c_1
41,2021-05-18 17:00:00,c,c_1
42,2021-05-18 18:00:00,c,c_1
43,2021-05-18 19:00:00,c,c_1
44,2021-05-18 20:00:00,c,c_1
45,2021-05-18 21:00:00,d,d_0
46,2021-05-18 22:00:00,d,d_0
47,2021-05-18 23:00:00,d,d_0
48,2021-05-19 00:00:00,d,d_0
49,2021-05-19 01:00:00,d,d_0
50,2021-05-19 02:00:00,d,d_0
51,2021-05-19 03:00:00,d,d_0
52,2021-05-19 04:00:00,d,d_0
53,2021-05-19 05:00:00,d,d_0
54,2021-05-19 06:00:00,d,d_0
55,2021-05-19 07:00:00,d,d_0
56,2021-05-19 08:00:00,d,d_0
57,2021-05-19 09:00:00,c,c_0
58,2021-05-19 10:00:00,d,d_0
59,2021-05-19 11:00:00,d,d_0
60,2021-05-19 12:00:00,d,d_0
61,2021-05-19 13:00:00,d,d_0
62,2021-05-19 14:00:00,d,d_0
63,2021-05-19 15:00:00,d,d_0
64,2021-05-19 16:00:00,d,d_0
65,2021-05-19 17:00:00,d,d_0
66,2021-05-19 18:00:00,d,d_0
67,2021-05-19 19:00:00,d,d_0
68,2021-05-19 20:00:00,d,d_0
69,2021-05-19 21:00:00,d,d_0
70,2021-05-19 22:00:00,e,e_0
71,2021-05-19 23:00:00,e,e_0
72,2021-05-20 00:00:00,d,d_0
73,2021-05-20 01:00:00,d,d_0
74,2021-05-20 02:00:00,d,d_0
75,2021-05-20 03:00:00,d,d_0
76,2021-05-20 04:00:00,d,d_0
77,2021-05-20 05:00:00,e,e_0
78,2021-05-20 06:00:00,e,e_0
79,2021-05-20 07:00:00,e,e_0
80,2021-05-20 08:00:00,e,e_0
81,2021-05-20 09:00:00,e,e_0
82,2021-05-20 10:00:00,c,c_2
83,2021-05-20 11:00:00,c,c_2
84,2021-05-20 12:00:00,c,c_2
85,2021-05-20 13:00:00,c,c_2
86,2021-05-20 14:00:00,c,c_2
87,2021-05-20 15:00:00,c,c_2
88,2021-05-20 16:00:00,c,c_2
89,2021-05-20 17:00:00,c,c_2
90,2021-05-20 18:00:00,c,c_2
91,2021-05-20 19:00:00,c,c_2
92,2021-05-20 20:00:00,c,c_2
93,2021-05-20 21:00:00,c,c_2
94,2021-05-20 22:00:00,c,c_2
95,2021-05-20 23:00:00,c,c_2
96,2021-05-21 00:00:00,c,c_2
97,2021-05-21 01:00:00,c,c_2
98,2021-05-21 02:00:00,c,c_2
99,2021-05-21 03:00:00,c,c_2
100,2021-05-21 04:00:00,c,c_2
101,2021-05-21 05:00:00,c,c_2
102,2021-05-21 06:00:00,c,c_2
103,2021-05-21 07:00:00,c,c_2
104,2021-05-21 08:00:00,c,c_2
105,2021-05-21 09:00:00,c,c_2
106,2021-05-21 10:00:00,c,c_2
107,2021-05-21 11:00:00,c,c_2
108,2021-05-21 12:00:00,c,c_2
109,2021-05-21 13:00:00,c,c_2
110,2021-05-21 14:00:00,c,c_2
111,2021-05-21 15:00:00,c,c_2
112,2021-05-21 16:00:00,c,c_2
113,2021-05-21 17:00:00,c,c_2
114,2021-05-21 18:00:00,c,c_2
115,2021-05-21 19:00:00,c,c_2
116,2021-05-21 20:00:00,e,e_2
117,2021-05-21 21:00:00,e,e_2
118,2021-05-21 22:00:00,e,e_2
119,2021-05-21 23:00:00,e,e_2
120,2021-05-22 00:00:00,e,e_2
121,2021-05-22 01:00:00,e,e_2
122,2021-05-22 02:00:00,e,e_2
123,2021-05-22 03:00:00,e,e_2
124,2021-05-22 04:00:00,e,e_2
125,2021-05-22 05:00:00,e,e_2
126,2021-05-22 06:00:00,e,e_2
127,2021-05-22 07:00:00,e,e_2
128,2021-05-22 08:00:00,e,e_2
129,2021-05-22 09:00:00,e,e_2
130,2021-05-22 10:00:00,e,e_2
131,2021-05-22 11:00:00,e,e_2
132,2021-05-22 12:00:00,e,e_2
133,2021-05-22 13:00:00,e,e_2
134,2021-05-22 14:00:00,e,e_2
135,2021-05-22 15:00:00,e,e_2
136,2021-05-22 16:00:00,e,e_2
137,2021-05-22 17:00:00,e,e_2
138,2021-05-22 18:00:00,e,e_2
139,2021-05-22 19:00:00,e,e_2
140,2021-05-22 20:00:00,e,e_2
141,2021-05-22 21:00:00,e,e_2
142,2021-05-22 22:00:00,e,e_2
143,2021-05-22 23:00:00,e,e_2
144,2021-05-23 00:00:00,e,e_2
145,2021-05-23 01:00:00,e,e_2
146,2021-05-23 02:00:00,e,e_2
147,2021-05-23 03:00:00,e,e_2
148,2021-05-23 04:00:00,e,e_2
149,2021-05-23 05:00:00,e,e_2
150,2021-05-23 06:00:00,e,e_2
151,2021-05-23 07:00:00,e,e_2
152,2021-05-23 08:00:00,e,e_2
153,2021-05-23 09:00:00,e,e_2
154,2021-05-23 10:00:00,e,e_2
155,2021-05-23 11:00:00,e,e_2
156,2021-05-23 12:00:00,a,a_0
157,2021-05-23 13:00:00,a,a_0
158,2021-05-23 14:00:00,a,a_0
159,2021-05-23 15:00:00,a,a_0
160,2021-05-23 16:00:00,a,a_0
161,2021-05-23 17:00:00,a,a_0
162,2021-05-23 18:00:00,a,a_0
163,2021-05-23 19:00:00,a,a_0
164,2021-05-23 20:00:00,a,a_0
165,2021-05-23 21:00:00,a,a_0
166,2021-05-23 22:00:00,b,b_0
167,2021-05-23 23:00:00,b,b_0
168,2021-05-24 00:00:00,b,b_0
169,2021-05-24 01:00:00,b,b_0
170,2021-05-24 02:00:00,a,a_2
171,2021-05-24 03:00:00,a,a_2
172,2021-05-24 04:00:00,a,a_2
173,2021-05-24 05:00:00,a,a_2
174,2021-05-24 06:00:00,a,a_2
175,2021-05-24 07:00:00,a,a_2
176,2021-05-24 08:00:00,a,a_2
177,2021-05-24 09:00:00,a,a_2
178,2021-05-24 10:00:00,a,a_2
179,2021-05-24 11:00:00,a,a_2
180,2021-05-24 12:00:00,a,a_2
181,2021-05-24 13:00:00,a,a_2
182,2021-05-24 14:00:00,a,a_2
183,2021-05-24 15:00:00,a,a_2
184,2021-05-24 16:00:00,a,a_2
185,2021-05-24 17:00:00,a,a_2
186,2021-05-24 18:00:00,a,a_2
187,2021-05-24 19:00:00,a,a_2
188,2021-05-24 20:00:00,a,a_2
189,2021-05-24 21:00:00,a,a_2
190,2021-05-24 22:00:00,a,a_2
191,2021-05-24 23:00:00,a,a_2
192,2021-05-25 00:00:00,a,a_2
193,2021-05-25 01:00:00,a,a_2
194,2021-05-25 02:00:00,a,a_2
195,2021-05-25 03:00:00,a,a_2
196,2021-05-25 04:00:00,a,a_2
197,2021-05-25 05:00:00,a,a_2
198,2021-05-25 06:00:00,a,a_2
199,2021-05-25 07:00:00,a,a_2
200,2021-05-25 08:00:00,a,a_2
201,2021-05-25 09:00:00,a,a_2
202,2021-05-25 10:00:00,a,a_2
203,2021-05-25 11:00:00,a,a_2
204,2021-05-25 12:00:00,a,a_2
205,2021-05-25 13:00:00,a,a_2
206,2021-05-25 14:00:00,a,a_2
207,2021-05-25 15:00:00,a,a_2
208,2021-05-25 16:00:00,a,a_2
209,2021-05-25 17:00:00,a,a_2
210,2021-05-25 18:00:00,a,a_2
211,2021-05-25 19:00:00,a,a_2
212,2021-05-25 20:00:00,a,a_2
213,2021-05-25 21:00:00,a,a_2
214,2021-05-25 22:00:00,a,a_2
215,2021-05-25 23:00:00,a,a_2
216,2021-05-26 00:00:00,a,a_2
217,2021-05-26 01:00:00,a,a_2
218,2021-05-26 02:00:00,a,a_2
219,2021-05-26 03:00:00,a,a_2
220,2021-05-26 04:00:00,a,a_2
221,2021-05-26 05:00:00,a,a_2
222,2021-05-26 06:00:00,a,a_2
223,2021-05-26 07:00:00,a,a_2
224,2021-05-26 08:00:00,a,a_2
225,2021-05-26 09:00:00,a,a_2
226,2021-05-26 10:00:00,a,a_2
227,2021-05-26 11:00:00,a,a_2
228,2021-05-26 12:00:00,a,a_2
229,2021-05-26 13:00:00,a,a_2
230,2021-05-26 14:00:00,a,a_2
231,2021-05-26 15:00:00,a,a_2
232,2021-05-26 16:00:00,a,a_2
233,2021-05-26 17:00:00,a,a_2
234,2021-05-26 18:00:00,a,a_2
235,2021-05-26 19:00:00,a,a_2
236,2021-05-26 20:00:00,a,a_2
237,2021-05-26 21:00:00,a,a_2
238,2021-05-26 22:00:00,a,a_2
239,2021-05-26 23:00:00,a,a_2
240,2021-05-27 00:00:00,b,b_1
241,2021-05-27 01:00:00,b,b_1
242,2021-05-27 02:00:00,b,b_1
243,2021-05-27 03:00:00,b,b_1
244,2021-05-27 04:00:00,b,b_1
245,2021-05-27 05:00:00,b,b_1
246,2021-05-27 06:00:00,b,b_1
247,2021-05-27 07:00:00,b,b_1
248,2021-05-27 08:00:00,b,b_1
