Unnamed: 0,time_set,events,events_cluster
0,2021-05-16 00:00:00,a,a_0
1,2021-05-16 01:00:00,a,a_0
2,2021-05-16 02:00:00,a,a_0
3,2021-05-16 03:00:00,a,a_0
4,2021-05-16 04:00:00,a,a_0
5,2021-05-16 05:00:00,a,a_0
6,2021-05-16 06:00:00,a,a_0
7,2021-05-16 07:00:00,a,a_0
8,2021-05-16 08:00:00,a,a_0
9,2021-05-16 09:00:00,a,a_0
10,2021-05-16 10:00:00,c,c_0
11,2021-05-16 11:00:00,c,c_0
12,2021-05-16 12:00:00,c,c_0
13,2021-05-16 13:00:00,c,c_0
14,2021-05-16 14:00:00,d,d_0
15,2021-05-16 15:00:00,d,d_0
16,2021-05-16 16:00:00,d,d_0
17,2021-05-16 17:00:00,d,d_0
18,2021-05-16 18:00:00,d,d_0
19,2021-05-16 19:00:00,b,b_0
20,2021-05-16 20:00:00,b,b_0
21,2021-05-16 21:00:00,b,b_0
22,2021-05-16 22:00:00,c,c_0
23,2021-05-16 23:00:00,c,c_0
24,2021-05-17 00:00:00,c,c_0
25,2021-05-17 01:00:00,c,c_0
26,2021-05-17 02:00:00,b,b_0
27,2021-05-17 03:00:00,b,b_0
28,2021-05-17 04:00:00,b,b_0
29,2021-05-17 05:00:00,e,e_2
30,2021-05-17 06:00:00,e,e_2
31,2021-05-17 07:00:00,e,e_2
32,2021-05-17 08:00:00,e,e_2
33,2021-05-17 09:00:00,e,e_2
34,2021-05-17 10:00:00,e,e_2
35,2021-05-17 11:00:00,e,e_2
36,2021-05-17 12:00:00,e,e_2
37,2021-05-17 13:00:00,e,e_2
38,2021-05-17 14:00:00,e,e_2
39,2021-05-17 15:00:00,e,e_2
40,2021-05-17 16:00:00,e,e_2
41,2021-05-17 17:00:00,e,e_2
42,2021-05-17 18:00:00,e,e_2
43,2021-05-17 19:00:00,e,e_2
44,2021-05-17 20:00:00,e,e_2
45,2021-05-17 21:00:00,e,e_2
46,2021-05-17 22:00:00,e,e_2
47,2021-05-17 23:00:00,e,e_2
48,2021-05-18 00:00:00,e,e_2
49,2021-05-18 01:00:00,e,e_2
50,2021-05-18 02:00:00,e,e_2
51,2021-05-18 03:00:00,e,e_2
52,2021-05-18 04:00:00,e,e_2
53,2021-05-18 05:00:00,e,e_2
54,2021-05-18 06:00:00,e,e_2
55,2021-05-18 07:00:00,e,e_2
56,2021-05-18 08:00:00,e,e_2
57,2021-05-18 09:00:00,e,e_2
58,2021-05-18 10:00:00,e,e_2
59,2021-05-18 11:00:00,e,e_2
60,2021-05-18 12:00:00,e,e_2
61,2021-05-18 13:00:00,e,e_2
62,2021-05-18 14:00:00,e,e_2
63,2021-05-18 15:00:00,e,e_2
64,2021-05-18 16:00:00,e,e_2
65,2021-05-18 17:00:00,e,e_2
66,2021-05-18 18:00:00,e,e_2
67,2021-05-18 19:00:00,e,e_2
