Unnamed: 0,time_set,events,events_cluster
0,2021-05-18 00:00:00,c,c_0
1,2021-05-18 01:00:00,c,c_0
2,2021-05-18 02:00:00,c,c_0
3,2021-05-18 03:00:00,c,c_0
4,2021-05-18 04:00:00,a,a_1
5,2021-05-18 05:00:00,a,a_1
6,2021-05-18 06:00:00,a,a_1
7,2021-05-18 07:00:00,a,a_1
8,2021-05-18 08:00:00,a,a_1
9,2021-05-18 09:00:00,a,a_1
10,2021-05-18 10:00:00,a,a_1
11,2021-05-18 11:00:00,a,a_1
12,2021-05-18 12:00:00,a,a_1
13,2021-05-18 13:00:00,a,a_1
14,2021-05-18 14:00:00,a,a_1
15,2021-05-18 15:00:00,a,a_1
16,2021-05-18 16:00:00,a,a_1
17,2021-05-18 17:00:00,a,a_1
18,2021-05-18 18:00:00,a,a_1
19,2021-05-18 19:00:00,a,a_1
20,2021-05-18 20:00:00,a,a_1
21,2021-05-18 21:00:00,a,a_1
22,2021-05-18 22:00:00,a,a_1
23,2021-05-18 23:00:00,a,a_1
24,2021-05-19 00:00:00,a,a_1
25,2021-05-19 01:00:00,a,a_1
26,2021-05-19 02:00:00,a,a_1
27,2021-05-19 03:00:00,a,a_1
28,2021-05-19 04:00:00,a,a_1
29,2021-05-19 05:00:00,a,a_1
30,2021-05-19 06:00:00,a,a_1
31,2021-05-19 07:00:00,a,a_1
32,2021-05-19 08:00:00,a,a_1
33,2021-05-19 09:00:00,a,a_1
34,2021-05-19 10:00:00,b,b_1
35,2021-05-19 11:00:00,b,b_1
36,2021-05-19 12:00:00,b,b_1
37,2021-05-19 13:00:00,b,b_1
38,2021-05-19 14:00:00,b,b_1
39,2021-05-19 15:00:00,b,b_1
40,2021-05-19 16:00:00,b,b_1
41,2021-05-19 17:00:00,b,b_1
42,2021-05-19 18:00:00,b,b_1
43,2021-05-19 19:00:00,b,b_1
44,2021-05-19 20:00:00,c,c_2
45,2021-05-19 21:00:00,c,c_2
46,2021-05-19 22:00:00,c,c_2
47,2021-05-19 23:00:00,c,c_2
48,2021-05-20 00:00:00,c,c_2
49,2021-05-20 01:00:00,c,c_2
50,2021-05-20 02:00:00,c,c_2
51,2021-05-20 03:00:00,c,c_2
52,2021-05-20 04:00:00,c,c_2
53,2021-05-20 05:00:00,c,c_2
54,2021-05-20 06:00:00,c,c_2
55,2021-05-20 07:00:00,c,c_2
56,2021-05-20 08:00:00,c,c_2
57,2021-05-20 09:00:00,c,c_2
58,2021-05-20 10:00:00,c,c_2
59,2021-05-20 11:00:00,c,c_2
60,2021-05-20 12:00:00,c,c_2
61,2021-05-20 13:00:00,c,c_2
62,2021-05-20 14:00:00,c,c_2
63,2021-05-20 15:00:00,c,c_2
64,2021-05-20 16:00:00,c,c_2
65,2021-05-20 17:00:00,c,c_2
66,2021-05-20 18:00:00,c,c_2
67,2021-05-20 19:00:00,c,c_2
68,2021-05-20 20:00:00,c,c_2
69,2021-05-20 21:00:00,c,c_2
70,2021-05-20 22:00:00,c,c_2
71,2021-05-20 23:00:00,c,c_2
72,2021-05-21 00:00:00,c,c_2
73,2021-05-21 01:00:00,c,c_2
74,2021-05-21 02:00:00,c,c_2
75,2021-05-21 03:00:00,c,c_2
76,2021-05-21 04:00:00,c,c_2
77,2021-05-21 05:00:00,c,c_2
78,2021-05-21 06:00:00,b,b_1
79,2021-05-21 07:00:00,b,b_1
80,2021-05-21 08:00:00,b,b_1
81,2021-05-21 09:00:00,b,b_1
82,2021-05-21 10:00:00,b,b_1
83,2021-05-21 11:00:00,b,b_1
84,2021-05-21 12:00:00,b,b_1
85,2021-05-21 13:00:00,b,b_1
86,2021-05-21 14:00:00,b,b_1
87,2021-05-21 15:00:00,b,b_1
88,2021-05-21 16:00:00,c,c_0
89,2021-05-21 17:00:00,a,a_2
90,2021-05-21 18:00:00,a,a_2
91,2021-05-21 19:00:00,a,a_2
92,2021-05-21 20:00:00,a,a_2
93,2021-05-21 21:00:00,a,a_2
94,2021-05-21 22:00:00,a,a_2
95,2021-05-21 23:00:00,a,a_2
96,2021-05-22 00:00:00,a,a_2
97,2021-05-22 01:00:00,a,a_2
98,2021-05-22 02:00:00,a,a_2
99,2021-05-22 03:00:00,a,a_2
100,2021-05-22 04:00:00,a,a_2
101,2021-05-22 05:00:00,a,a_2
102,2021-05-22 06:00:00,a,a_2
103,2021-05-22 07:00:00,a,a_2
104,2021-05-22 08:00:00,a,a_2
105,2021-05-22 09:00:00,a,a_2
106,2021-05-22 10:00:00,a,a_2
107,2021-05-22 11:00:00,a,a_2
108,2021-05-22 12:00:00,a,a_2
109,2021-05-22 13:00:00,a,a_2
110,2021-05-22 14:00:00,a,a_2
111,2021-05-22 15:00:00,a,a_2
112,2021-05-22 16:00:00,a,a_2
113,2021-05-22 17:00:00,a,a_2
114,2021-05-22 18:00:00,a,a_2
115,2021-05-22 19:00:00,a,a_2
116,2021-05-22 20:00:00,a,a_2
117,2021-05-22 21:00:00,a,a_2
118,2021-05-22 22:00:00,a,a_2
119,2021-05-22 23:00:00,a,a_2
120,2021-05-23 00:00:00,a,a_2
121,2021-05-23 01:00:00,a,a_2
122,2021-05-23 02:00:00,a,a_2
123,2021-05-23 03:00:00,a,a_2
124,2021-05-23 04:00:00,a,a_2
125,2021-05-23 05:00:00,a,a_2
126,2021-05-23 06:00:00,a,a_2
127,2021-05-23 07:00:00,a,a_2
128,2021-05-23 08:00:00,a,a_2
129,2021-05-23 09:00:00,a,a_2
130,2021-05-23 10:00:00,a,a_2
131,2021-05-23 11:00:00,a,a_2
132,2021-05-23 12:00:00,a,a_2
133,2021-05-23 13:00:00,a,a_2
134,2021-05-23 14:00:00,a,a_2
135,2021-05-23 15:00:00,a,a_2
136,2021-05-23 16:00:00,a,a_2
137,2021-05-23 17:00:00,a,a_2
138,2021-05-23 18:00:00,a,a_2
139,2021-05-23 19:00:00,a,a_2
140,2021-05-23 20:00:00,a,a_2
141,2021-05-23 21:00:00,a,a_2
142,2021-05-23 22:00:00,a,a_2
143,2021-05-23 23:00:00,a,a_2
144,2021-05-24 00:00:00,a,a_2
145,2021-05-24 01:00:00,a,a_2
146,2021-05-24 02:00:00,a,a_2
147,2021-05-24 03:00:00,a,a_2
148,2021-05-24 04:00:00,a,a_2
149,2021-05-24 05:00:00,a,a_2
150,2021-05-24 06:00:00,a,a_2
151,2021-05-24 07:00:00,a,a_2
152,2021-05-24 08:00:00,a,a_2
153,2021-05-24 09:00:00,a,a_2
154,2021-05-24 10:00:00,a,a_2
155,2021-05-24 11:00:00,a,a_2
156,2021-05-24 12:00:00,a,a_2
157,2021-05-24 13:00:00,a,a_2
158,2021-05-24 14:00:00,a,a_2
159,2021-05-24 15:00:00,b,b_1
160,2021-05-24 16:00:00,b,b_1
161,2021-05-24 17:00:00,b,b_1
162,2021-05-24 18:00:00,b,b_1
163,2021-05-24 19:00:00,b,b_1
164,2021-05-24 20:00:00,b,b_1
165,2021-05-24 21:00:00,b,b_1
166,2021-05-24 22:00:00,b,b_1
167,2021-05-24 23:00:00,b,b_1
168,2021-05-25 00:00:00,b,b_1
169,2021-05-25 01:00:00,b,b_1
170,2021-05-25 02:00:00,b,b_1
171,2021-05-25 03:00:00,c,c_1
172,2021-05-25 04:00:00,c,c_1
173,2021-05-25 05:00:00,c,c_1
174,2021-05-25 06:00:00,c,c_1
175,2021-05-25 07:00:00,c,c_1
176,2021-05-25 08:00:00,c,c_1
177,2021-05-25 09:00:00,c,c_1
178,2021-05-25 10:00:00,c,c_1
179,2021-05-25 11:00:00,c,c_1
180,2021-05-25 12:00:00,c,c_1
181,2021-05-25 13:00:00,c,c_1
182,2021-05-25 14:00:00,c,c_1
183,2021-05-25 15:00:00,c,c_1
184,2021-05-25 16:00:00,c,c_1
185,2021-05-25 17:00:00,c,c_1
186,2021-05-25 18:00:00,c,c_1
187,2021-05-25 19:00:00,c,c_1
188,2021-05-25 20:00:00,c,c_1
189,2021-05-25 21:00:00,e,e_0
190,2021-05-25 22:00:00,e,e_0
191,2021-05-25 23:00:00,b,b_1
192,2021-05-26 00:00:00,b,b_1
193,2021-05-26 01:00:00,b,b_1
194,2021-05-26 02:00:00,b,b_1
195,2021-05-26 03:00:00,b,b_1
196,2021-05-26 04:00:00,b,b_1
197,2021-05-26 05:00:00,b,b_1
198,2021-05-26 06:00:00,b,b_1
199,2021-05-26 07:00:00,b,b_1
200,2021-05-26 08:00:00,b,b_1
201,2021-05-26 09:00:00,a,a_0
202,2021-05-26 10:00:00,a,a_0
203,2021-05-26 11:00:00,a,a_0
204,2021-05-26 12:00:00,a,a_0
205,2021-05-26 13:00:00,a,a_0
206,2021-05-26 14:00:00,a,a_0
207,2021-05-26 15:00:00,e,e_0
208,2021-05-26 16:00:00,e,e_0
209,2021-05-26 17:00:00,e,e_0
210,2021-05-26 18:00:00,e,e_0
211,2021-05-26 19:00:00,e,e_0
212,2021-05-26 20:00:00,b,b_1
213,2021-05-26 21:00:00,b,b_1
214,2021-05-26 22:00:00,b,b_1
215,2021-05-26 23:00:00,b,b_1
216,2021-05-27 00:00:00,b,b_1
217,2021-05-27 01:00:00,b,b_1
218,2021-05-27 02:00:00,b,b_1
219,2021-05-27 03:00:00,b,b_1
220,2021-05-27 04:00:00,b,b_1
221,2021-05-27 05:00:00,b,b_1
222,2021-05-27 06:00:00,c,c_0
223,2021-05-27 07:00:00,a,a_1
224,2021-05-27 08:00:00,a,a_1
225,2021-05-27 09:00:00,a,a_1
226,2021-05-27 10:00:00,a,a_1
227,2021-05-27 11:00:00,a,a_1
228,2021-05-27 12:00:00,a,a_1
229,2021-05-27 13:00:00,a,a_1
230,2021-05-27 14:00:00,a,a_1
231,2021-05-27 15:00:00,a,a_1
232,2021-05-27 16:00:00,a,a_1
233,2021-05-27 17:00:00,a,a_1
234,2021-05-27 18:00:00,a,a_1
235,2021-05-27 19:00:00,a,a_1
236,2021-05-27 20:00:00,a,a_1
237,2021-05-27 21:00:00,a,a_1
238,2021-05-27 22:00:00,a,a_1
239,2021-05-27 23:00:00,a,a_1
240,2021-05-28 00:00:00,a,a_1
241,2021-05-28 01:00:00,a,a_1
242,2021-05-28 02:00:00,a,a_1
243,2021-05-28 03:00:00,a,a_1
244,2021-05-28 04:00:00,a,a_1
245,2021-05-28 05:00:00,a,a_1
246,2021-05-28 06:00:00,a,a_1
247,2021-05-28 07:00:00,a,a_1
248,2021-05-28 08:00:00,a,a_1
249,2021-05-28 09:00:00,a,a_1
250,2021-05-28 10:00:00,a,a_1
251,2021-05-28 11:00:00,a,a_1
252,2021-05-28 12:00:00,a,a_1
253,2021-05-28 13:00:00,e,e_0
254,2021-05-28 14:00:00,e,e_0
255,2021-05-28 15:00:00,e,e_0
256,2021-05-28 16:00:00,e,e_0
257,2021-05-28 17:00:00,e,e_0
258,2021-05-28 18:00:00,a,a_1
259,2021-05-28 19:00:00,a,a_1
260,2021-05-28 20:00:00,a,a_1
261,2021-05-28 21:00:00,a,a_1
262,2021-05-28 22:00:00,a,a_1
263,2021-05-28 23:00:00,a,a_1
264,2021-05-29 00:00:00,a,a_1
265,2021-05-29 01:00:00,a,a_1
266,2021-05-29 02:00:00,a,a_1
267,2021-05-29 03:00:00,a,a_1
268,2021-05-29 04:00:00,a,a_1
269,2021-05-29 05:00:00,a,a_1
270,2021-05-29 06:00:00,a,a_1
271,2021-05-29 07:00:00,a,a_1
272,2021-05-29 08:00:00,a,a_1
273,2021-05-29 09:00:00,a,a_1
274,2021-05-29 10:00:00,a,a_1
275,2021-05-29 11:00:00,a,a_1
276,2021-05-29 12:00:00,a,a_1
277,2021-05-29 13:00:00,a,a_1
278,2021-05-29 14:00:00,a,a_1
279,2021-05-29 15:00:00,a,a_1
280,2021-05-29 16:00:00,a,a_1
281,2021-05-29 17:00:00,a,a_1
282,2021-05-29 18:00:00,a,a_1
283,2021-05-29 19:00:00,a,a_1
284,2021-05-29 20:00:00,a,a_1
285,2021-05-29 21:00:00,a,a_1
286,2021-05-29 22:00:00,a,a_1
287,2021-05-29 23:00:00,a,a_1
288,2021-05-30 00:00:00,b,b_1
289,2021-05-30 01:00:00,b,b_1
290,2021-05-30 02:00:00,b,b_1
291,2021-05-30 03:00:00,b,b_1
292,2021-05-30 04:00:00,b,b_1
293,2021-05-30 05:00:00,b,b_1
294,2021-05-30 06:00:00,b,b_1
295,2021-05-30 07:00:00,b,b_1
296,2021-05-30 08:00:00,b,b_1
297,2021-05-30 09:00:00,b,b_1
298,2021-05-30 10:00:00,b,b_1
299,2021-05-30 11:00:00,b,b_1
300,2021-05-30 12:00:00,c,c_1
301,2021-05-30 13:00:00,c,c_1
302,2021-05-30 14:00:00,c,c_1
303,2021-05-30 15:00:00,c,c_1
304,2021-05-30 16:00:00,c,c_1
305,2021-05-30 17:00:00,c,c_1
306,2021-05-30 18:00:00,c,c_1
307,2021-05-30 19:00:00,c,c_1
308,2021-05-30 20:00:00,c,c_1
309,2021-05-30 21:00:00,c,c_1
310,2021-05-30 22:00:00,c,c_1
311,2021-05-30 23:00:00,c,c_1
312,2021-05-31 00:00:00,c,c_1
313,2021-05-31 01:00:00,c,c_1
314,2021-05-31 02:00:00,c,c_1
