Unnamed: 0,time_set,events,events_cluster
0,2021-05-13 00:00:00,e,e_0
1,2021-05-13 01:00:00,b,b_0
2,2021-05-13 02:00:00,d,d_0
3,2021-05-13 03:00:00,c,c_0
4,2021-05-13 04:00:00,f,f_0
5,2021-05-13 05:00:00,c,c_0
6,2021-05-13 06:00:00,a,a_0
7,2021-05-13 07:00:00,c,c_0
8,2021-05-13 08:00:00,e,e_0
9,2021-05-13 09:00:00,f,f_0
10,2021-05-13 10:00:00,a,a_0
11,2021-05-13 11:00:00,f,f_0
12,2021-05-13 12:00:00,f,f_0
13,2021-05-13 13:00:00,b,b_0
14,2021-05-13 14:00:00,d,d_0
15,2021-05-13 15:00:00,d,d_0
16,2021-05-13 16:00:00,e,e_0
17,2021-05-13 17:00:00,e,e_0
18,2021-05-13 18:00:00,f,f_0
19,2021-05-13 19:00:00,e,e_0
20,2021-05-13 20:00:00,a,a_0
21,2021-05-13 21:00:00,b,b_2
22,2021-05-13 22:00:00,b,b_2
23,2021-05-13 23:00:00,b,b_2
24,2021-05-14 00:00:00,a,a_0
25,2021-05-14 01:00:00,a,a_0
26,2021-05-14 02:00:00,c,c_0
27,2021-05-14 03:00:00,e,e_0
28,2021-05-14 04:00:00,a,a_0
29,2021-05-14 05:00:00,b,b_0
30,2021-05-14 06:00:00,d,d_0
31,2021-05-14 07:00:00,f,f_0
32,2021-05-14 08:00:00,b,b_0
33,2021-05-14 09:00:00,a,a_0
34,2021-05-14 10:00:00,c,c_0
35,2021-05-14 11:00:00,f,f_0
36,2021-05-14 12:00:00,c,c_0
37,2021-05-14 13:00:00,d,d_0
38,2021-05-14 14:00:00,e,e_0
39,2021-05-14 15:00:00,b,b_0
40,2021-05-14 16:00:00,a,a_0
41,2021-05-14 17:00:00,b,b_0
42,2021-05-14 18:00:00,a,a_0
43,2021-05-14 19:00:00,e,e_0
44,2021-05-14 20:00:00,b,b_0
45,2021-05-14 21:00:00,e,e_0
46,2021-05-14 22:00:00,c,c_0
47,2021-05-14 23:00:00,f,f_0
48,2021-05-15 00:00:00,f,f_0
49,2021-05-15 01:00:00,c,c_0
50,2021-05-15 02:00:00,f,f_0
51,2021-05-15 03:00:00,d,d_0
52,2021-05-15 04:00:00,f,f_0
53,2021-05-15 05:00:00,c,c_0
54,2021-05-15 06:00:00,c,c_0
55,2021-05-15 07:00:00,d,d_0
56,2021-05-15 08:00:00,c,c_0
57,2021-05-15 09:00:00,d,d_0
58,2021-05-15 10:00:00,c,c_0
59,2021-05-15 11:00:00,e,e_0
60,2021-05-15 12:00:00,b,b_1
61,2021-05-15 13:00:00,b,b_1
62,2021-05-15 14:00:00,e,e_0
63,2021-05-15 15:00:00,b,b_0
64,2021-05-15 16:00:00,e,e_0
65,2021-05-15 17:00:00,f,f_0
66,2021-05-15 18:00:00,e,e_0
67,2021-05-15 19:00:00,b,b_0
68,2021-05-15 20:00:00,c,c_0
69,2021-05-15 21:00:00,a,a_0
70,2021-05-15 22:00:00,f,f_0
71,2021-05-15 23:00:00,f,f_0
72,2021-05-16 00:00:00,c,c_0
73,2021-05-16 01:00:00,b,b_0
74,2021-05-16 02:00:00,c,c_0
75,2021-05-16 03:00:00,b,b_0
76,2021-05-16 04:00:00,d,d_2
77,2021-05-16 05:00:00,d,d_2
78,2021-05-16 06:00:00,d,d_2
