Unnamed: 0,time_set,events,events_cluster
0,2021-05-17 00:00:00,d,d_0
1,2021-05-17 01:00:00,d,d_0
2,2021-05-17 02:00:00,d,d_0
3,2021-05-17 03:00:00,d,d_0
4,2021-05-17 04:00:00,d,d_0
5,2021-05-17 05:00:00,e,e_1
6,2021-05-17 06:00:00,e,e_1
7,2021-05-17 07:00:00,e,e_1
8,2021-05-17 08:00:00,e,e_1
9,2021-05-17 09:00:00,e,e_1
10,2021-05-17 10:00:00,e,e_1
11,2021-05-17 11:00:00,e,e_1
12,2021-05-17 12:00:00,e,e_1
13,2021-05-17 13:00:00,e,e_1
14,2021-05-17 14:00:00,e,e_1
15,2021-05-17 15:00:00,e,e_1
16,2021-05-17 16:00:00,e,e_1
17,2021-05-17 17:00:00,e,e_1
18,2021-05-17 18:00:00,e,e_1
19,2021-05-17 19:00:00,e,e_1
20,2021-05-17 20:00:00,e,e_1
21,2021-05-17 21:00:00,e,e_1
22,2021-05-17 22:00:00,e,e_1
23,2021-05-17 23:00:00,e,e_1
24,2021-05-18 00:00:00,e,e_1
25,2021-05-18 01:00:00,a,a_0
26,2021-05-18 02:00:00,a,a_0
27,2021-05-18 03:00:00,a,a_0
28,2021-05-18 04:00:00,a,a_0
29,2021-05-18 05:00:00,a,a_0
30,2021-05-18 06:00:00,a,a_0
31,2021-05-18 07:00:00,a,a_0
32,2021-05-18 08:00:00,a,a_0
33,2021-05-18 09:00:00,a,a_0
34,2021-05-18 10:00:00,a,a_0
35,2021-05-18 11:00:00,b,b_0
36,2021-05-18 12:00:00,b,b_0
37,2021-05-18 13:00:00,b,b_0
38,2021-05-18 14:00:00,b,b_0
39,2021-05-18 15:00:00,a,a_1
40,2021-05-18 16:00:00,a,a_1
41,2021-05-18 17:00:00,a,a_1
42,2021-05-18 18:00:00,a,a_1
43,2021-05-18 19:00:00,a,a_1
44,2021-05-18 20:00:00,a,a_1
45,2021-05-18 21:00:00,a,a_1
46,2021-05-18 22:00:00,a,a_1
47,2021-05-18 23:00:00,a,a_1
48,2021-05-19 00:00:00,a,a_1
49,2021-05-19 01:00:00,a,a_1
50,2021-05-19 02:00:00,a,a_1
51,2021-05-19 03:00:00,a,a_1
52,2021-05-19 04:00:00,a,a_1
