Unnamed: 0,time_set,events,events_cluster
0,2021-05-19 00:00:00,b,b_0
1,2021-05-19 01:00:00,b,b_0
2,2021-05-19 02:00:00,b,b_0
3,2021-05-19 03:00:00,b,b_0
4,2021-05-19 04:00:00,c,c_0
5,2021-05-19 05:00:00,c,c_0
6,2021-05-19 06:00:00,c,c_0
7,2021-05-19 07:00:00,c,c_0
8,2021-05-19 08:00:00,e,e_0
9,2021-05-19 09:00:00,e,e_0
10,2021-05-19 10:00:00,e,e_0
11,2021-05-19 11:00:00,e,e_0
12,2021-05-19 12:00:00,e,e_0
13,2021-05-19 13:00:00,c,c_0
14,2021-05-19 14:00:00,e,e_0
15,2021-05-19 15:00:00,e,e_0
16,2021-05-19 16:00:00,e,e_0
17,2021-05-19 17:00:00,e,e_0
18,2021-05-19 18:00:00,e,e_0
19,2021-05-19 19:00:00,a,a_0
20,2021-05-19 20:00:00,a,a_0
21,2021-05-19 21:00:00,a,a_0
22,2021-05-19 22:00:00,a,a_0
23,2021-05-19 23:00:00,a,a_0
24,2021-05-20 00:00:00,a,a_0
25,2021-05-20 01:00:00,c,c_0
26,2021-05-20 02:00:00,c,c_0
27,2021-05-20 03:00:00,c,c_0
28,2021-05-20 04:00:00,c,c_0
29,2021-05-20 05:00:00,b,b_0
30,2021-05-20 06:00:00,b,b_0
31,2021-05-20 07:00:00,b,b_0
32,2021-05-20 08:00:00,b,b_0
33,2021-05-20 09:00:00,e,e_0
34,2021-05-20 10:00:00,e,e_0
35,2021-05-20 11:00:00,e,e_0
36,2021-05-20 12:00:00,e,e_0
37,2021-05-20 13:00:00,e,e_0
38,2021-05-20 14:00:00,c,c_0
39,2021-05-20 15:00:00,a,a_2
40,2021-05-20 16:00:00,a,a_2
41,2021-05-20 17:00:00,a,a_2
42,2021-05-20 18:00:00,a,a_2
43,2021-05-20 19:00:00,a,a_2
44,2021-05-20 20:00:00,a,a_2
45,2021-05-20 21:00:00,a,a_2
46,2021-05-20 22:00:00,a,a_2
47,2021-05-20 23:00:00,a,a_2
48,2021-05-21 00:00:00,a,a_2
49,2021-05-21 01:00:00,a,a_2
50,2021-05-21 02:00:00,a,a_2
51,2021-05-21 03:00:00,a,a_2
52,2021-05-21 04:00:00,a,a_2
53,2021-05-21 05:00:00,a,a_2
54,2021-05-21 06:00:00,a,a_2
55,2021-05-21 07:00:00,a,a_2
56,2021-05-21 08:00:00,a,a_2
57,2021-05-21 09:00:00,a,a_2
58,2021-05-21 10:00:00,a,a_2
59,2021-05-21 11:00:00,a,a_2
60,2021-05-21 12:00:00,a,a_2
61,2021-05-21 13:00:00,a,a_2
62,2021-05-21 14:00:00,a,a_2
63,2021-05-21 15:00:00,a,a_2
64,2021-05-21 16:00:00,a,a_2
65,2021-05-21 17:00:00,a,a_2
66,2021-05-21 18:00:00,a,a_2
67,2021-05-21 19:00:00,a,a_2
68,2021-05-21 20:00:00,a,a_2
69,2021-05-21 21:00:00,a,a_2
70,2021-05-21 22:00:00,a,a_2
71,2021-05-21 23:00:00,a,a_2
72,2021-05-22 00:00:00,a,a_2
73,2021-05-22 01:00:00,a,a_2
74,2021-05-22 02:00:00,a,a_2
75,2021-05-22 03:00:00,a,a_2
76,2021-05-22 04:00:00,a,a_2
77,2021-05-22 05:00:00,a,a_2
78,2021-05-22 06:00:00,a,a_2
79,2021-05-22 07:00:00,a,a_2
80,2021-05-22 08:00:00,a,a_2
81,2021-05-22 09:00:00,a,a_2
82,2021-05-22 10:00:00,a,a_2
83,2021-05-22 11:00:00,a,a_2
84,2021-05-22 12:00:00,a,a_2
85,2021-05-22 13:00:00,a,a_2
86,2021-05-22 14:00:00,a,a_2
87,2021-05-22 15:00:00,a,a_2
88,2021-05-22 16:00:00,a,a_2
89,2021-05-22 17:00:00,a,a_2
90,2021-05-22 18:00:00,a,a_2
91,2021-05-22 19:00:00,a,a_2
92,2021-05-22 20:00:00,a,a_2
93,2021-05-22 21:00:00,a,a_2
94,2021-05-22 22:00:00,a,a_2
95,2021-05-22 23:00:00,a,a_2
96,2021-05-23 00:00:00,a,a_2
97,2021-05-23 01:00:00,a,a_2
98,2021-05-23 02:00:00,a,a_2
99,2021-05-23 03:00:00,a,a_2
100,2021-05-23 04:00:00,a,a_2
101,2021-05-23 05:00:00,a,a_2
102,2021-05-23 06:00:00,a,a_2
103,2021-05-23 07:00:00,a,a_2
104,2021-05-23 08:00:00,a,a_2
105,2021-05-23 09:00:00,a,a_2
106,2021-05-23 10:00:00,a,a_2
107,2021-05-23 11:00:00,a,a_2
108,2021-05-23 12:00:00,a,a_2
109,2021-05-23 13:00:00,a,a_2
110,2021-05-23 14:00:00,a,a_2
111,2021-05-23 15:00:00,a,a_2
112,2021-05-23 16:00:00,a,a_2
113,2021-05-23 17:00:00,a,a_2
114,2021-05-23 18:00:00,d,d_0
115,2021-05-23 19:00:00,d,d_0
116,2021-05-23 20:00:00,d,d_0
117,2021-05-23 21:00:00,d,d_0
118,2021-05-23 22:00:00,d,d_0
119,2021-05-23 23:00:00,d,d_0
120,2021-05-24 00:00:00,d,d_0
121,2021-05-24 01:00:00,d,d_0
122,2021-05-24 02:00:00,d,d_0
123,2021-05-24 03:00:00,d,d_0
124,2021-05-24 04:00:00,d,d_0
125,2021-05-24 05:00:00,d,d_0
126,2021-05-24 06:00:00,c,c_0
127,2021-05-24 07:00:00,c,c_0
128,2021-05-24 08:00:00,c,c_0
129,2021-05-24 09:00:00,c,c_0
130,2021-05-24 10:00:00,b,b_1
131,2021-05-24 11:00:00,b,b_1
132,2021-05-24 12:00:00,b,b_1
133,2021-05-24 13:00:00,b,b_1
134,2021-05-24 14:00:00,b,b_1
135,2021-05-24 15:00:00,b,b_1
