,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,0.81,1.04,0.77,0.97,0.86,1.05,0.75,0.89,0.84,0.37
TEMP_0,1.22,1.0,1.29,0.92,1.18,1.02,1.28,0.94,1.1,1.04,0.47
PRES_0,0.96,0.76,1.0,0.73,0.93,0.81,1.0,0.73,0.85,0.8,0.36
PRES_1,1.3,1.09,1.35,1.0,1.27,1.16,1.38,0.98,1.18,1.12,0.52
DEWP_0,1.03,0.84,1.07,0.79,1.0,0.87,1.08,0.79,0.93,0.87,0.4
DEWP_1,1.17,0.95,1.23,0.86,1.13,1.0,1.22,0.87,1.03,0.98,0.43
WSPM_0,0.95,0.78,1.0,0.72,0.92,0.8,1.0,0.72,0.86,0.79,0.34
WSPM_1,1.34,1.06,1.38,1.01,1.29,1.18,1.38,1.0,1.17,1.14,0.57
PM10_0,1.12,0.92,1.17,0.86,1.08,0.96,1.17,0.86,1.0,0.94,0.53
PM10_1,1.18,0.96,1.24,0.89,1.15,1.0,1.24,0.88,1.08,1.0,0.42
PM10_2,2.69,2.13,2.84,1.96,2.56,2.35,2.8,1.83,1.7,2.21,1.0
