,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,2397675664463.36,1.42,108522.06,1.01,102401904408.59,4.48,604.04,12.53,350.42,18682.57
TEMP_1,,,,,,,,,,,
PRES_1,1.0,2982788575317.52,1.43,72308.97,1.01,89782607524.72,4.47,612.57,12.64,342.84,18004.82
PRES_0,1.01,,1.27,591980.96,1.02,269728810013.37,4.56,486.28,11.16,454.25,27435.51
DEWP_0,1.0,2783843899613.15,1.42,107747.76,1.01,92462706763.89,4.48,605.19,12.54,350.35,18632.82
DEWP_1,1.01,,1.44,,1.02,3447505478592.0,4.56,,10.69,425.3,
WSPM_0,1.0,3021779275648.47,1.42,105747.03,1.01,77052707396.98,4.53,537.54,12.1,370.1,19645.05
WSPM_1,1.01,,1.41,115846.18,1.02,,4.32,790.88,13.76,295.44,15877.11
PM10_0,1.0,3065446606221.42,1.42,93150.06,1.01,103262118906.85,4.43,739.21,14.32,288.12,10400.21
PM10_1,1.0,3360014337125.48,1.42,131455.94,1.01,88930975537.67,4.53,465.34,11.86,458.52,20434.83
PM10_2,1.0,,1.4,135685.87,1.01,142368829287.83,4.55,258.06,5.52,403.01,55316.3
