,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.04,0.97,0.26,1.0,0.05,0.86,0.51,0.77,0.54,0.33
TEMP_1,,,,,,,,,,,
PRES_1,1.04,0.04,1.0,0.27,1.03,0.06,0.89,0.53,0.8,0.56,0.35
PRES_0,3.79,,3.66,1.0,3.79,0.19,3.29,1.65,2.71,2.11,1.25
DEWP_0,1.0,0.04,0.97,0.26,1.0,0.05,0.86,0.51,0.77,0.54,0.33
DEWP_1,18.48,,17.84,,18.46,1.0,16.8,,,9.29,
WSPM_0,1.16,0.04,1.12,0.29,1.16,0.05,1.0,0.59,0.9,0.61,0.37
WSPM_1,1.96,,1.88,0.67,1.95,,1.68,1.0,1.47,1.21,1.03
PM10_0,1.31,0.04,1.26,0.38,1.31,,1.11,0.68,1.0,0.7,0.55
PM10_1,1.85,,1.79,0.45,1.85,0.08,1.6,0.94,1.47,1.0,0.55
PM10_2,2.99,,2.87,0.82,2.99,0.13,2.61,1.2,1.88,1.63,1.0
