,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.26,0.65,2.38,0.74,1.92,0.39,13.07,0.9,2.42,35.85
TEMP_0,0.79,1.0,0.51,1.9,0.58,1.51,0.3,10.25,0.7,1.9,28.11
PRES_1,1.53,1.96,1.0,3.68,1.13,2.96,0.59,20.06,1.37,3.72,55.33
PRES_0,0.42,0.52,0.27,1.0,0.31,0.81,0.16,5.47,0.37,1.02,14.84
DEWP_1,1.36,1.74,0.89,3.25,1.0,2.58,0.53,17.21,1.22,3.3,48.73
DEWP_0,0.52,0.66,0.34,1.23,0.38,1.0,0.2,6.87,0.46,1.26,18.56
WSPM_0,2.59,3.3,1.69,6.19,1.9,5.02,1.0,33.79,2.33,6.25,92.43
WSPM_1,0.08,0.1,0.05,0.18,0.06,0.15,0.03,1.0,0.07,0.21,3.51
PM10_0,1.12,1.42,0.73,2.67,0.82,2.16,0.43,14.87,1.0,2.69,
PM10_1,0.41,0.53,0.27,0.98,0.3,0.8,0.16,4.82,0.37,1.0,14.35
PM10_2,0.03,0.04,0.02,0.07,0.02,0.05,0.01,0.28,,0.07,1.0
