,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,1.07,14.43,1.0,342.53,1.35,3.83,1.7,3.43,9.0
TEMP_1,,,,,,,,,,,
PRES_1,1.0,,1.14,2.37,1.0,270.88,1.34,3.92,1.77,3.23,8.46
PRES_0,1.0,,0.18,175.83,1.0,,1.51,2.59,0.8,6.11,16.12
DEWP_0,1.0,,1.08,14.26,1.0,,1.35,3.83,1.71,3.42,8.93
DEWP_1,1.0,,0.79,,,80028.0,1.55,,,,
WSPM_0,1.0,,1.07,16.06,1.0,390.12,1.68,1.23,1.43,4.23,11.2
WSPM_1,1.0,,1.1,9.77,1.0,,0.44,11.14,2.49,1.16,2.76
PM10_0,1.0,,1.12,7.09,1.0,,1.11,5.73,2.74,0.62,
PM10_1,1.0,,1.02,24.88,1.0,,1.69,1.14,0.31,9.92,3.58
PM10_2,1.0,,1.01,26.42,1.0,,1.72,0.91,,1.38,70.16
