,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,12.54,49.62,7.59,61.34,10.93,48.23,8.13,198.47,32.83,63.77,58045.86
TEMP_0,6.55,97.76,4.57,157.24,16.67,16.61,7.98,189.4,32.55,57.5,61351.64
PRES_0,11.9,56.01,8.18,45.68,11.32,46.7,8.12,196.43,32.14,63.91,60139.75
PRES_1,6.84,93.06,2.96,202.01,16.83,14.61,7.97,191.88,33.82,56.25,57877.74
DEWP_0,8.5,89.35,5.21,139.09,17.81,16.33,7.99,193.06,33.13,58.19,63445.9
DEWP_1,12.27,42.52,7.89,49.0,7.36,60.29,8.16,197.16,32.19,65.21,54152.59
WSPM_0,10.13,68.17,6.38,101.76,12.81,36.28,8.14,190.42,32.01,61.85,58392.27
WSPM_1,10.21,69.92,6.4,95.15,13.99,34.44,7.93,203.37,34.08,60.17,61217.63
PM10_0,9.68,69.63,6.02,107.25,13.92,33.37,8.0,202.57,39.27,51.98,39118.42
PM10_1,10.6,66.42,6.55,92.54,12.39,37.44,8.13,194.3,29.92,71.02,54133.75
PM10_2,10.6,75.05,7.56,91.69,13.65,38.68,8.15,156.14,10.5,63.85,193307.59
