,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.87,1.04,1.08,2.65,1.5,1.11,1.03,6.1,1.54,2.53,6.51
TEMP_0,0.98,2.11,1.35,1.33,0.95,2.41,0.99,5.83,1.45,2.44,7.6
PRES_1,1.44,2.02,1.52,1.34,1.21,2.33,1.08,6.48,1.61,2.61,7.75
PRES_0,1.61,0.96,0.64,2.88,1.35,0.92,0.93,5.28,1.34,2.33,6.1
DEWP_1,1.83,1.38,1.16,2.62,1.61,0.95,1.08,5.48,1.51,2.79,7.56
DEWP_0,0.96,1.96,1.3,1.21,0.59,2.6,0.93,6.6,1.49,2.04,6.42
WSPM_0,1.73,1.86,1.39,2.42,1.47,2.02,1.17,6.18,1.68,2.89,8.22
WSPM_1,1.05,1.29,0.93,1.57,0.82,1.7,0.71,6.28,1.22,1.64,5.54
PM10_0,1.54,1.67,1.27,2.08,1.24,2.08,1.03,7.34,1.76,2.02,5.07
PM10_1,1.41,1.5,1.08,2.0,1.22,1.46,0.93,4.02,1.17,2.86,6.18
PM10_2,0.87,1.21,0.8,1.48,0.81,1.13,0.66,1.21,0.2,1.7,10.9
