,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.04,0.89,1.26,0.93,1.1,0.79,1.89,0.96,1.23,2.55
TEMP_0,0.95,1.0,0.85,1.12,0.87,1.12,0.74,1.8,0.92,1.19,2.21
PRES_1,1.12,1.18,1.0,1.39,1.03,1.31,0.88,2.15,1.09,1.4,2.76
PRES_0,0.8,0.84,0.7,1.0,0.75,0.92,0.63,1.48,0.78,0.99,1.88
DEWP_1,1.08,1.15,0.97,1.34,1.0,1.24,0.85,1.97,1.04,1.35,2.59
DEWP_0,0.84,0.89,0.76,1.08,0.79,1.0,0.67,1.68,0.83,1.05,2.11
WSPM_0,1.27,1.35,1.14,1.55,1.16,1.5,1.0,2.4,1.24,1.56,2.96
WSPM_1,0.53,0.55,0.47,0.73,0.53,0.6,0.42,1.0,0.5,0.76,2.69
PM10_0,1.02,1.07,0.92,1.3,0.96,1.21,0.81,2.03,1.0,1.27,4.85
PM10_1,0.81,0.87,0.72,0.96,0.73,0.97,0.63,1.43,0.81,1.0,1.68
PM10_2,0.4,0.44,0.36,0.53,0.38,0.46,0.32,0.44,0.24,0.53,1.0
