,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.89,0.97,0.97,1.11,1.1,0.82,0.93,0.64,0.83,0.75,0.49
TEMP_0,1.39,0.8,1.42,0.85,1.01,1.52,1.09,0.76,1.01,0.94,0.58
PRES_0,0.88,0.89,0.91,1.29,1.04,0.8,0.91,0.62,0.81,0.73,0.45
PRES_1,1.44,0.86,1.83,0.77,1.06,1.8,1.15,0.79,1.05,1.0,0.71
DEWP_0,1.09,0.74,1.18,0.78,0.87,1.38,0.96,0.66,0.88,0.81,0.53
DEWP_1,1.01,1.19,1.08,1.42,1.5,0.82,1.05,0.72,0.93,0.84,0.53
WSPM_0,0.94,0.8,1.0,0.88,0.97,0.87,0.9,0.63,0.83,0.73,0.43
WSPM_1,1.23,1.0,1.35,1.07,1.17,1.27,1.16,0.78,1.01,1.0,0.78
PM10_0,1.09,0.88,1.2,0.94,1.04,1.09,1.02,0.69,0.84,0.91,1.04
PM10_1,1.08,0.96,1.14,1.06,1.16,1.0,1.07,0.74,1.06,0.82,0.46
PM10_2,1.98,1.65,2.16,1.95,2.13,1.99,1.93,1.34,1.95,1.57,0.57
