,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.3,1.0,0.3,0.86,0.18,0.71,0.4,0.11
PRES_0,1.0,1.0,0.42,1.0,0.3,0.86,0.18,0.71,0.39,0.11
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,0.3,1.0,0.37,0.86,0.18,0.71,0.4,0.12
DEWP_0,6.4,6.39,,6.37,0.03,5.47,0.93,4.3,2.5,0.08
WSPM_0,1.05,1.05,0.5,1.05,0.37,0.9,0.19,0.75,0.4,0.12
WSPM_1,1.8,1.8,,1.79,0.27,1.54,0.28,1.26,0.82,0.25
PM10_0,1.13,1.13,0.23,1.13,0.3,0.97,0.2,0.76,0.51,0.23
PM10_1,1.45,1.45,,1.44,0.51,1.24,0.25,1.1,0.43,0.09
PM10_2,4.13,4.13,,4.11,,3.53,0.74,3.28,1.24,0.05
