,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.99,0.38,0.95,0.4,0.67,0.76,0.95,0.69,0.75,0.74,0.23
TEMP_0,0.55,0.97,0.75,0.78,1.0,0.47,1.07,0.7,0.83,0.76,0.27
PRES_0,0.9,0.49,0.99,0.24,0.67,0.73,0.93,0.66,0.71,0.73,0.24
PRES_1,0.69,0.94,0.43,0.99,1.06,0.46,1.09,0.76,0.9,0.77,0.25
DEWP_0,0.73,0.76,0.75,0.67,0.99,0.32,0.95,0.71,0.79,0.69,0.24
DEWP_1,1.03,0.48,1.06,0.35,0.42,0.99,1.06,0.67,0.76,0.83,0.25
WSPM_0,0.79,0.65,0.84,0.53,0.72,0.65,0.98,0.56,0.7,0.71,0.23
WSPM_1,1.0,0.64,0.97,0.63,0.96,0.71,0.97,0.94,0.91,0.81,0.27
PM10_0,0.86,0.68,0.85,0.62,0.86,0.64,0.99,0.77,0.97,0.57,0.14
PM10_1,0.92,0.66,0.96,0.54,0.8,0.75,1.05,0.68,0.63,0.96,0.23
PM10_2,1.34,1.07,1.52,0.77,1.21,1.17,1.61,0.83,0.38,1.1,0.93
