,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,,1.0,,1.0,1.02,1.01,1.0,1.0
DEWP_0,232.21,231.95,,,1.22,503.0,55.61,160.43,,
WSPM_0,1.17,1.17,,1.17,2.6,1.09,2.06,1.19,1.12,1.22
WSPM_1,6.9,6.89,,7.0,1.63,12.13,1.95,6.16,9.61,
PM10_0,1.49,1.49,,1.49,1.05,1.51,1.38,1.08,6.39,
PM10_1,3.45,3.45,,3.44,,3.36,4.1,14.95,1.21,3.0
PM10_2,113.13,113.0,,112.63,,103.36,,,102.24,1.73
