,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,0.9,1.02,0.86,0.99,0.93,1.02,0.87,0.94,0.91,0.61
TEMP_0,1.09,1.0,1.11,0.97,1.08,0.98,1.13,0.96,1.06,1.02,0.69
PRES_0,0.98,0.89,1.0,0.86,0.97,0.9,1.0,0.85,0.91,0.89,0.58
PRES_1,1.13,1.03,1.14,1.0,1.12,1.05,1.17,0.99,1.1,1.06,0.78
DEWP_0,1.01,0.91,1.03,0.89,1.0,0.92,1.04,0.88,0.97,0.93,0.66
DEWP_1,1.08,0.98,1.11,0.93,1.07,1.0,1.11,0.94,1.0,0.99,0.62
WSPM_0,0.97,0.88,0.98,0.87,0.96,0.88,1.0,0.85,0.93,0.88,0.56
WSPM_1,1.16,1.04,1.2,0.96,1.13,1.11,1.17,1.0,1.08,1.08,0.84
PM10_0,1.06,0.95,1.09,0.92,1.03,0.99,1.08,0.92,1.0,0.97,0.88
PM10_1,1.08,0.99,1.09,0.95,1.07,0.98,1.12,0.95,1.07,1.0,0.57
PM10_2,1.62,1.48,1.74,1.42,1.66,1.56,1.66,1.31,1.13,1.49,1.0
