,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.02,3.71,1.16,1.67,1.5,1.02,1.39,1.03,1.24,1.15,0.81
TEMP_0,5.57,1.03,2.39,1.13,1.44,2.43,1.68,1.81,1.61,1.67,1.04
PRES_0,1.07,1.43,1.01,4.68,1.4,0.96,1.24,1.05,1.21,1.06,0.7
PRES_1,2.85,1.32,8.76,1.02,1.56,3.14,2.0,1.7,1.69,1.97,1.41
DEWP_0,1.61,1.02,1.62,0.96,1.02,4.6,1.46,1.09,1.2,1.34,0.9
DEWP_1,1.39,2.22,1.44,2.4,5.94,1.02,1.58,1.62,1.71,1.38,0.92
WSPM_0,1.26,1.02,1.24,1.04,1.25,1.05,1.08,1.67,1.2,1.07,0.68
WSPM_1,1.82,2.04,1.99,1.73,1.77,2.1,3.2,1.16,1.7,1.95,1.49
PM10_0,1.56,1.34,1.65,1.23,1.41,1.57,1.63,1.24,1.06,2.9,
PM10_1,1.63,1.58,1.65,1.58,1.77,1.43,1.66,1.56,3.24,1.09,1.55
PM10_2,5.79,4.72,5.35,5.51,5.76,4.82,5.32,5.62,,7.49,1.13
