,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.7,2.27,1.45,0.67,0.85,2.63,1.11,0.4,0.91,0.68,0.86
TEMP_0,2.22,0.65,0.94,2.18,2.06,0.68,1.19,0.44,1.04,0.77,0.51
PRES_1,1.15,0.71,0.78,2.39,1.31,0.73,1.03,0.38,0.86,0.67,0.58
PRES_0,0.89,2.74,3.39,0.54,1.02,4.0,1.33,0.47,1.14,0.78,0.75
DEWP_1,0.73,1.5,1.28,0.67,0.75,3.61,1.04,0.44,0.94,0.6,0.57
DEWP_0,2.29,0.72,1.0,3.08,4.81,0.57,1.31,0.39,0.99,0.97,0.79
WSPM_0,0.82,0.86,0.94,0.78,0.9,1.0,0.91,0.4,0.82,0.54,0.46
WSPM_1,1.95,1.42,1.76,2.15,3.11,1.11,2.04,0.37,1.25,2.22,7.17
PM10_0,0.99,0.98,1.08,1.09,1.26,0.89,1.11,0.32,0.72,1.01,8.14
PM10_1,1.17,1.27,1.41,1.0,1.19,1.82,1.32,0.69,1.6,0.55,0.52
PM10_2,2.47,1.63,2.16,1.95,2.42,2.26,2.26,1.6,6.27,1.39,0.25
