,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.21,0.44,0.24,0.32,0.2,0.56,0.16,0.6,0.23,0.32,1.44
TEMP_0,0.27,0.15,0.13,0.39,0.21,0.19,0.11,0.42,0.16,0.24,0.74
PRES_1,0.54,0.47,0.35,1.25,0.49,0.59,0.31,1.15,0.44,0.65,2.35
PRES_0,0.06,0.12,0.1,0.07,0.05,0.18,0.04,0.16,0.06,0.09,0.32
DEWP_1,0.35,0.57,0.37,0.52,0.3,1.13,0.26,1.01,0.38,0.5,1.87
DEWP_0,0.13,0.08,0.07,0.24,0.17,0.09,0.06,0.21,0.08,0.14,0.48
WSPM_0,1.04,1.2,0.89,1.57,0.92,1.61,0.67,2.76,0.99,1.32,4.67
WSPM_1,0.01,0.01,,0.01,0.01,0.01,,0.01,,0.01,0.09
PM10_0,0.3,0.33,0.25,0.49,0.29,0.39,0.19,0.64,0.24,0.49,8.22
PM10_1,0.07,0.08,0.06,0.09,0.06,0.12,0.04,0.19,0.08,0.07,0.26
PM10_2,,,,,,,,,,,
