,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.74,4.93,0.78,1.76,0.78,1.79,1.0,1.0,0.98,0.99,1.35
TEMP_0,4.93,0.69,1.93,0.75,1.99,0.75,1.0,1.0,1.02,1.02,0.81
PRES_0,0.78,1.9,0.73,5.33,0.79,1.66,0.99,1.04,1.01,0.96,1.17
PRES_1,1.74,0.75,5.33,0.7,1.67,0.77,1.01,0.96,0.99,1.05,0.88
DEWP_1,0.78,2.01,0.79,1.66,0.72,5.85,0.96,1.21,1.01,0.95,1.21
DEWP_0,1.8,0.74,1.65,0.77,5.85,0.7,1.05,0.86,0.99,1.06,0.87
WSPM_0,1.0,1.0,0.99,1.01,0.95,1.06,0.92,1.61,1.05,0.95,0.92
WSPM_1,1.01,0.99,1.04,0.96,1.23,0.86,1.61,0.56,0.87,1.26,1.57
PM10_0,0.98,1.02,1.01,0.99,1.01,0.99,1.04,0.9,0.78,2.21,8.88
PM10_1,0.98,1.02,0.96,1.05,0.95,1.06,0.96,1.18,2.22,0.63,1.51
PM10_2,1.36,0.81,1.18,0.88,1.21,0.86,0.93,1.45,7.24,1.54,0.31
