,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.03,3.65,1.24,2.9,2.02,1.08,1.29,0.87,1.27,1.07,1.0
TEMP_0,5.96,1.05,3.9,1.29,1.65,4.92,1.83,1.73,1.91,1.93,1.42
PRES_0,1.08,1.86,1.01,6.86,1.8,1.01,1.16,0.9,1.23,0.97,0.79
PRES_1,4.62,1.46,13.06,1.03,1.83,7.42,2.19,1.63,2.01,2.4,2.24
DEWP_0,2.08,1.05,2.2,1.08,1.02,6.46,1.42,0.96,1.27,1.38,1.15
DEWP_1,1.52,3.63,1.64,5.17,8.27,1.03,1.63,1.47,1.9,1.38,1.2
WSPM_0,1.38,1.15,1.43,1.36,1.49,1.22,1.04,1.19,1.27,0.99,0.77
WSPM_1,2.4,2.85,2.77,2.61,2.33,3.25,2.78,1.13,1.92,2.24,2.43
PM10_0,1.93,1.65,2.17,1.63,1.71,2.2,1.64,1.08,1.05,2.55,7.58
PM10_1,1.95,2.05,2.05,2.42,2.39,1.81,1.72,1.5,3.16,1.07,1.44
PM10_2,10.8,8.46,9.86,12.66,11.58,9.48,8.4,8.87,33.73,8.81,1.16
