,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.85,0.49,0.86,1.92,1.5,0.42,1.15,2.87,1.36,1.76,1.49
TEMP_0,0.54,2.09,1.42,0.54,0.64,1.99,1.14,2.79,1.28,1.69,2.29
PRES_1,0.99,1.63,1.51,0.44,0.88,1.58,1.14,2.88,1.35,1.67,1.92
PRES_0,1.71,0.51,0.38,2.85,1.51,0.34,1.15,2.73,1.28,1.85,1.76
DEWP_1,1.63,0.77,0.92,1.76,1.6,0.28,1.17,2.23,1.22,1.96,1.94
DEWP_0,0.58,2.0,1.46,0.46,0.27,2.58,1.11,3.8,1.49,1.36,1.74
WSPM_0,1.26,1.21,1.11,1.28,1.15,1.04,1.17,2.33,1.27,1.82,2.0
WSPM_1,1.1,1.41,1.21,1.17,0.79,1.83,1.02,5.75,1.65,1.19,1.08
PM10_0,1.23,1.21,1.15,1.15,1.0,1.37,1.13,3.9,1.75,1.09,0.46
PM10_1,1.3,1.22,1.07,1.41,1.26,0.85,1.17,1.67,0.95,2.78,1.98
PM10_2,1.0,1.59,1.17,1.43,1.07,1.05,1.17,0.46,0.1,1.87,10.5
