,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,0.95,1.05,0.91,1.04,0.86,1.12,0.72,1.01,0.89,0.67
TEMP_0,1.04,1.0,1.09,0.89,1.07,0.96,1.16,0.75,1.06,0.93,0.63
PRES_1,0.95,0.92,1.0,0.86,0.98,0.87,1.07,0.7,0.96,0.85,0.61
PRES_0,1.11,1.07,1.14,1.0,1.16,1.0,1.25,0.78,1.12,0.99,0.68
DEWP_1,0.96,0.94,1.01,0.86,1.0,0.86,1.08,0.67,0.97,0.87,0.6
DEWP_0,1.08,1.05,1.14,1.0,1.14,1.0,1.22,0.82,1.11,0.96,0.7
WSPM_0,0.89,0.86,0.93,0.78,0.91,0.82,1.0,0.64,0.9,0.78,0.54
WSPM_1,1.39,1.31,1.45,1.38,1.57,1.23,1.56,1.0,1.37,1.43,1.85
PM10_0,0.98,0.94,1.04,0.9,1.04,0.9,1.11,0.74,1.0,0.87,1.22
PM10_1,1.13,1.1,1.18,0.96,1.15,1.05,1.26,0.76,1.18,1.0,0.61
PM10_2,1.54,1.53,1.63,1.46,1.62,1.38,1.76,0.64,0.96,1.45,1.0
