,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.58,1.46,0.87,1.15,1.61,1.43,0.49,1.12,0.85,0.68
TEMP_0,1.72,1.01,1.32,1.53,1.84,0.98,1.58,0.57,1.32,0.94,0.53
PRES_1,1.1,0.86,1.01,1.3,1.24,0.83,1.23,0.44,0.99,0.74,0.48
PRES_0,1.43,2.37,2.6,1.01,1.61,2.55,1.98,0.65,1.58,1.15,0.78
DEWP_1,0.93,1.25,1.28,0.79,1.0,1.67,1.27,0.45,1.05,0.74,0.49
DEWP_0,2.02,1.17,1.52,2.11,2.9,1.01,1.85,0.63,1.45,1.16,0.76
WSPM_0,0.81,0.82,0.94,0.7,0.9,0.83,1.0,0.37,0.83,0.57,0.36
WSPM_1,3.39,2.66,3.32,3.36,4.46,2.32,3.85,1.07,2.74,3.21,5.8
PM10_0,1.14,1.08,1.27,1.08,1.35,1.0,1.38,0.45,1.01,0.93,1.84
PM10_1,1.6,1.67,1.88,1.28,1.71,1.85,2.0,0.78,1.87,1.02,0.59
PM10_2,4.85,3.95,4.97,4.0,5.18,4.15,5.48,1.76,5.64,3.19,1.03
