,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.18,1.0,0.26,0.96,0.62,0.91,0.73,0.31
PRES_0,1.0,1.0,,1.0,0.26,0.96,0.62,0.91,0.73,0.31
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,0.18,1.0,0.24,0.96,0.62,0.91,0.73,0.31
DEWP_0,4.15,4.15,,4.38,1.07,3.88,2.25,3.71,,
WSPM_0,1.04,1.04,0.19,1.04,0.24,1.0,0.64,0.95,0.75,0.33
WSPM_1,1.62,1.62,,1.62,0.45,1.56,1.0,1.42,1.3,0.42
PM10_0,1.1,1.1,0.2,1.1,0.29,1.06,0.71,1.0,0.81,0.41
PM10_1,1.36,1.36,,1.36,,1.31,0.75,1.24,1.0,0.38
PM10_2,3.26,3.26,,3.26,,3.1,2.2,2.31,2.55,1.0
