,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.48,1.0,0.42,0.86,0.25,0.76,0.49,0.2
PRES_0,1.0,1.0,0.83,1.0,0.42,0.86,0.25,0.76,0.49,0.2
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,0.47,1.0,0.58,0.86,0.25,0.76,0.49,0.21
DEWP_0,11.0,10.99,,12.58,0.06,9.41,1.59,7.4,5.49,
WSPM_0,1.06,1.06,0.54,1.06,0.55,0.91,0.28,0.81,0.51,0.21
WSPM_1,2.18,2.18,,2.18,0.42,1.88,0.39,1.61,1.25,0.45
PM10_0,1.17,1.17,0.38,1.17,0.42,1.01,0.29,0.8,0.75,0.53
PM10_1,1.64,1.64,,1.63,,1.4,0.39,1.54,0.5,0.17
PM10_2,6.63,6.62,,6.6,,5.67,1.53,7.56,2.27,0.09
