,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,0.98,0.51,1.0,0.23,0.93,0.72,0.88,0.73,0.58
TEMP_1,,,,,,,,,,,
PRES_1,1.02,,1.0,0.52,1.02,0.25,0.94,0.73,0.89,0.75,0.59
PRES_0,1.95,,1.91,1.0,1.95,,1.81,1.39,1.66,1.45,1.11
DEWP_0,1.0,,0.98,0.51,1.0,,0.93,0.72,0.88,0.73,0.58
DEWP_1,4.3,,4.07,,,1.0,3.99,,,,
WSPM_0,1.08,,1.06,0.55,1.08,0.25,1.0,0.77,0.95,0.79,0.62
WSPM_1,1.4,,1.37,0.72,1.4,,1.29,1.0,1.21,1.09,0.92
PM10_0,1.14,,1.12,0.6,1.14,,1.05,0.83,1.0,0.84,
PM10_1,1.36,,1.34,0.69,1.36,,1.27,0.91,1.2,1.0,0.78
PM10_2,1.73,,1.7,0.9,1.73,,1.62,1.09,,1.28,1.0
