,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.73,1.98,1.43,0.68,0.9,2.43,1.17,0.34,0.91,0.66,0.79
TEMP_0,1.89,0.69,1.01,1.97,2.04,0.71,1.27,0.39,1.07,0.72,0.47
PRES_1,1.08,0.71,0.82,1.87,1.29,0.73,1.07,0.33,0.86,0.61,0.51
PRES_0,0.97,2.8,2.95,0.6,1.13,3.8,1.46,0.4,1.16,0.78,0.74
DEWP_1,0.74,1.4,1.26,0.66,0.79,2.87,1.09,0.35,0.92,0.57,0.52
DEWP_0,2.12,0.78,1.09,2.8,4.03,0.63,1.41,0.37,1.05,0.89,0.72
WSPM_0,0.78,0.83,0.92,0.73,0.89,0.96,0.93,0.3,0.78,0.49,0.4
WSPM_1,2.27,1.59,2.02,2.45,3.41,1.31,2.35,0.43,1.5,2.22,7.21
PM10_0,1.0,0.99,1.11,1.07,1.28,0.91,1.16,0.29,0.76,0.84,3.9
PM10_1,1.2,1.34,1.49,1.01,1.3,1.86,1.47,0.56,1.52,0.61,0.47
PM10_2,2.91,1.95,2.68,2.34,3.05,2.61,2.88,1.29,5.34,1.49,0.32
