,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.01,0.98,0.15,1.0,0.02,0.97,0.68,0.83,0.68,0.28
TEMP_1,,,,,,,,,,,
PRES_1,1.0,0.01,1.0,0.1,1.0,0.01,0.97,0.69,0.84,0.66,0.27
PRES_0,1.0,,0.8,0.95,1.0,0.05,1.0,0.49,0.66,0.93,0.45
DEWP_0,1.0,0.01,0.98,0.15,1.0,0.02,0.97,0.68,0.83,0.68,0.28
DEWP_1,1.0,,1.0,,1.0,0.74,1.0,,,0.89,
WSPM_0,1.0,0.01,0.98,0.16,1.0,0.01,0.99,0.58,0.79,0.73,0.3
WSPM_1,1.0,,0.98,0.15,1.0,,0.91,0.96,0.93,0.53,0.23
PM10_0,1.0,0.01,0.99,0.12,1.0,,0.96,0.86,0.98,0.52,0.13
PM10_1,1.0,0.01,0.97,0.2,1.0,0.02,1.0,0.48,0.74,0.96,0.31
PM10_2,1.0,,0.97,0.21,1.0,0.03,1.0,0.27,0.31,0.78,0.93
