,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,1.03,1.45,1.0,2.27,1.19,1.65,1.17,1.5,1.47
TEMP_1,,,,,,,,,,,
PRES_1,1.0,2.15,1.07,0.57,1.0,1.92,1.18,1.69,1.21,1.42,1.39
PRES_0,1.0,,0.49,13.32,1.0,,1.28,1.1,0.69,2.47,2.57
DEWP_0,1.0,2.01,1.03,1.43,1.0,1.58,1.19,1.65,1.18,1.49,1.46
DEWP_1,1.0,,0.74,,0.84,234.0,1.35,,,2.17,
WSPM_0,1.0,2.54,1.03,1.55,1.0,2.35,1.32,1.02,1.04,1.74,1.72
WSPM_1,1.0,,1.04,1.17,1.0,,0.81,3.41,1.55,0.81,0.77
PM10_0,1.0,2.77,1.06,0.83,1.0,,1.1,2.33,1.65,0.72,0.25
PM10_1,1.0,,0.99,2.31,1.0,2.71,1.33,0.74,0.63,3.1,1.35
PM10_2,1.0,,0.98,2.55,1.0,7.57,1.32,0.49,0.11,1.45,8.02
