,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.98,0.26,0.58,0.67,0.93,0.16,0.99,0.46,0.78,0.63,0.14
TEMP_0,0.33,0.98,0.94,0.2,0.41,0.78,0.98,0.46,0.74,0.61,0.21
PRES_1,0.55,0.78,0.99,0.17,0.56,0.62,0.98,0.47,0.77,0.61,0.18
PRES_0,0.91,0.26,0.28,0.98,0.93,0.14,0.99,0.45,0.75,0.66,0.16
DEWP_1,0.88,0.38,0.62,0.62,0.99,0.12,1.0,0.37,0.71,0.7,0.18
DEWP_0,0.34,0.95,0.96,0.17,0.19,0.99,0.96,0.6,0.85,0.5,0.17
WSPM_0,0.69,0.58,0.74,0.45,0.72,0.41,1.0,0.39,0.73,0.65,0.19
WSPM_1,0.6,0.68,0.8,0.43,0.51,0.7,0.91,0.85,0.93,0.44,0.12
PM10_0,0.67,0.58,0.76,0.41,0.63,0.53,0.97,0.62,0.98,0.42,0.05
PM10_1,0.71,0.59,0.71,0.49,0.78,0.34,1.0,0.29,0.58,0.95,0.19
PM10_2,0.55,0.77,0.78,0.5,0.66,0.41,1.0,0.08,0.09,0.69,0.93
