,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.84,0.94,0.92,1.09,1.04,0.79,0.88,0.62,0.8,0.73,0.52
TEMP_0,1.24,0.73,1.26,0.78,0.91,1.38,0.97,0.7,0.91,0.85,0.57
PRES_0,0.85,0.87,0.87,1.28,1.01,0.78,0.87,0.62,0.79,0.71,0.48
PRES_1,1.26,0.77,1.59,0.69,0.93,1.59,1.0,0.71,0.93,0.89,0.68
DEWP_0,1.02,0.71,1.1,0.76,0.82,1.32,0.9,0.64,0.84,0.78,0.55
DEWP_1,0.91,1.1,0.97,1.32,1.36,0.76,0.95,0.67,0.86,0.77,0.53
WSPM_0,0.9,0.79,0.96,0.87,0.94,0.85,0.87,0.62,0.81,0.71,0.46
WSPM_1,1.07,0.9,1.17,0.96,1.03,1.13,1.01,0.7,0.89,0.89,0.75
PM10_0,1.01,0.83,1.1,0.89,0.96,1.01,0.93,0.66,0.78,0.85,1.05
PM10_1,0.98,0.88,1.03,0.98,1.05,0.92,0.96,0.69,0.97,0.75,0.46
PM10_2,1.4,1.2,1.52,1.42,1.52,1.44,1.37,0.97,1.4,1.14,0.45
