,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,2.3,0.84,3.13,1.16,1.88,0.84,3.05,1.59,2.01,48.73
TEMP_0,0.43,1.0,0.37,1.32,0.5,0.8,0.36,1.37,0.69,0.88,21.72
PRES_0,1.19,2.67,1.0,3.65,1.38,2.21,1.0,3.69,1.88,2.37,57.49
PRES_1,0.32,0.76,0.27,1.0,0.38,0.63,0.27,0.99,0.52,0.67,16.67
DEWP_0,0.86,1.99,0.72,2.67,1.0,1.6,0.73,2.69,1.38,1.74,43.94
DEWP_1,0.53,1.21,0.45,1.58,0.62,1.0,0.45,1.62,0.84,1.07,25.28
WSPM_0,1.18,2.75,1.0,3.63,1.37,2.2,1.0,3.67,1.9,2.37,55.84
WSPM_1,0.33,0.73,0.27,1.0,0.38,0.63,0.27,1.0,0.51,0.67,18.04
PM10_0,0.63,1.45,0.53,1.95,0.73,1.18,0.53,1.98,1.0,1.27,38.76
PM10_1,0.49,1.13,0.42,1.5,0.57,0.92,0.42,1.51,0.81,1.0,22.91
PM10_2,0.02,0.05,0.02,0.06,0.02,0.04,0.02,0.06,0.02,0.04,1.0
