,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,3.37,1.0,1.45,1.0,2.2,0.95,0.96,1.0,0.98,1.24
TEMP_1,,,,,,,,,,,
PRES_1,0.95,2.71,0.93,1.93,0.95,2.31,0.91,0.91,0.94,0.95,1.22
PRES_0,0.14,,0.17,0.07,0.14,0.16,0.13,0.12,0.15,0.11,0.12
DEWP_0,1.0,2.95,0.99,1.45,1.0,2.45,0.95,0.96,1.0,0.98,1.24
DEWP_1,0.01,,0.01,,0.01,,0.01,,,0.01,
WSPM_0,0.8,2.01,0.8,1.04,0.8,1.43,0.74,0.88,0.84,0.71,0.86
WSPM_1,0.37,,0.36,0.83,0.37,,0.38,0.27,0.33,0.55,1.09
PM10_0,0.67,1.77,0.66,1.37,0.67,,0.65,0.58,0.59,0.82,2.08
PM10_1,0.4,,0.4,0.43,0.4,0.58,0.37,0.49,0.49,0.3,0.4
PM10_2,0.19,,0.19,0.24,0.19,0.19,0.18,0.21,0.3,0.18,0.12
