,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.18,0.94,0.39,0.99,0.13,0.74,0.35,0.67,0.39,0.35
TEMP_1,,,,,,,,,,,
PRES_1,0.75,0.11,0.7,0.45,0.75,0.12,0.56,0.27,0.5,0.3,0.27
PRES_0,,,,,,,,,,,
DEWP_0,0.99,0.15,0.93,0.39,0.99,0.15,0.74,0.35,0.67,0.39,0.35
DEWP_1,,,,,,,,,,,
WSPM_0,0.3,0.04,0.28,0.1,0.3,0.03,0.22,0.12,0.21,0.1,0.08
WSPM_1,,,,,,,,,,,0.01
PM10_0,0.12,0.02,0.11,0.07,0.12,0.09,0.09,0.04,0.07,0.06,0.11
PM10_1,0.01,,0.01,,0.01,,0.01,,0.01,,
PM10_2,,,,,,,,,,,
