,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.78,1.1,0.86,1.2,1.05,0.78,0.83,0.66,0.81,0.73,0.64
TEMP_0,1.2,0.64,1.15,0.7,0.79,1.3,0.83,0.68,0.82,0.81,0.66
PRES_0,0.82,0.95,0.81,1.59,1.03,0.78,0.83,0.67,0.82,0.73,0.61
PRES_1,1.12,0.69,1.59,0.59,0.78,1.49,0.83,0.66,0.81,0.83,0.77
DEWP_0,1.0,0.71,1.05,0.75,0.75,1.47,0.84,0.66,0.81,0.79,0.69
DEWP_1,0.8,1.11,0.84,1.33,1.46,0.67,0.82,0.67,0.82,0.72,0.61
WSPM_0,0.89,0.82,0.93,0.9,0.94,0.85,0.82,0.7,0.84,0.74,0.59
WSPM_1,0.9,0.85,0.97,0.89,0.87,1.0,0.86,0.61,0.77,0.79,0.83
PM10_0,0.91,0.83,0.99,0.86,0.88,0.97,0.83,0.65,0.7,0.88,1.51
PM10_1,0.87,0.84,0.9,0.93,0.96,0.83,0.83,0.68,0.97,0.67,0.57
PM10_2,0.9,0.77,0.93,0.97,0.96,0.92,0.83,0.7,1.02,0.76,0.31
