,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,3.45,0.14,1.05,4.66,2.27,0.92,1.17,6.88,1.84,2.97,8.21
TEMP_0,0.13,4.38,2.06,0.95,0.89,4.54,1.18,6.75,1.73,2.9,14.76
PRES_1,1.29,2.9,2.27,0.2,1.22,3.67,1.15,7.54,1.89,2.69,11.2
PRES_0,3.03,0.67,0.1,8.12,2.38,0.62,1.21,5.45,1.59,3.42,11.45
DEWP_1,2.64,1.17,1.15,4.29,2.58,0.11,1.27,3.38,1.52,3.58,11.92
DEWP_0,0.67,3.68,2.13,0.69,0.07,6.69,1.01,12.39,2.21,1.9,10.25
WSPM_0,1.88,2.13,1.5,3.02,1.75,2.28,1.3,2.56,1.63,3.26,12.91
WSPM_1,1.9,2.11,1.68,2.33,0.85,4.63,0.44,31.6,2.71,1.09,1.8
PM10_0,1.94,2.06,1.61,2.6,1.38,3.24,1.06,10.73,2.98,0.5,
PM10_1,1.91,2.1,1.4,3.38,1.97,1.7,1.31,2.02,0.31,7.49,4.18
PM10_2,1.37,2.79,1.49,3.03,1.71,2.39,1.36,0.66,,1.15,110.27
