,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.86,1.52,1.27,0.81,0.97,1.56,1.15,0.56,0.99,0.8,0.78
TEMP_0,1.57,0.84,1.05,1.45,1.54,0.84,1.22,0.59,1.09,0.88,0.59
PRES_1,1.07,0.83,0.9,1.46,1.16,0.82,1.07,0.53,0.93,0.77,0.61
PRES_0,1.05,1.8,2.08,0.77,1.15,2.11,1.36,0.64,1.19,0.92,0.75
DEWP_1,0.86,1.21,1.16,0.78,0.89,1.81,1.09,0.55,0.98,0.74,0.6
DEWP_0,1.65,0.91,1.12,1.84,2.46,0.79,1.33,0.6,1.1,1.01,0.78
WSPM_0,0.86,0.87,0.95,0.79,0.91,0.92,0.96,0.51,0.87,0.65,0.5
WSPM_1,1.81,1.5,1.75,1.9,2.43,1.29,1.96,0.67,1.44,1.96,4.0
PM10_0,1.02,0.99,1.09,1.02,1.18,0.93,1.14,0.5,0.87,0.96,3.24
PM10_1,1.21,1.25,1.36,1.03,1.23,1.46,1.36,0.77,1.45,0.78,0.59
PM10_2,2.2,1.78,2.12,1.91,2.23,1.99,2.26,1.14,2.76,1.6,0.57
