,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,1.0,1.01,1.01,1.0,1.0,1.0,0.99,0.99,0.98
TEMP_0,0.98,1.0,0.99,0.99,0.99,0.96,1.0,1.0,1.01,1.01,1.03
PRES_0,1.0,0.99,1.0,1.01,1.01,0.99,1.0,1.0,0.99,0.99,0.96
PRES_1,0.98,1.01,0.97,1.0,0.99,1.01,0.99,0.99,1.02,1.01,1.09
DEWP_0,0.99,1.0,0.99,1.01,1.0,0.98,1.0,1.01,1.01,1.0,1.05
DEWP_1,1.0,0.99,1.01,0.97,1.01,1.0,1.0,0.99,0.99,1.0,0.95
WSPM_0,0.99,1.0,0.99,1.01,1.0,0.97,1.0,1.0,1.0,0.99,0.94
WSPM_1,1.01,1.0,1.01,0.98,1.0,1.05,1.0,1.0,1.0,1.02,1.16
PM10_0,1.0,1.01,1.0,1.01,0.99,1.01,1.0,1.01,1.0,1.0,1.37
PM10_1,1.0,0.99,0.98,0.99,1.0,0.97,1.0,1.0,1.04,1.0,0.87
PM10_2,1.0,1.0,1.05,1.01,1.03,1.06,1.01,0.9,0.69,1.01,1.0
