,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.25,0.65,2.41,0.74,1.84,0.39,13.07,0.89,2.4,36.92
TEMP_0,0.79,1.0,0.51,1.81,0.58,1.53,0.3,10.23,0.71,1.93,27.26
PRES_1,1.54,1.96,1.0,3.68,1.13,2.96,0.59,20.22,1.38,3.74,55.8
PRES_0,0.42,0.52,0.27,1.0,0.31,0.8,0.16,5.36,0.37,1.01,14.32
DEWP_1,1.36,1.73,0.88,3.24,1.0,2.56,0.52,17.07,1.21,3.31,48.06
DEWP_0,0.51,0.66,0.34,1.26,0.38,1.0,0.2,7.04,0.47,1.24,18.72
WSPM_0,2.59,3.3,1.68,6.11,1.89,5.02,1.0,33.74,2.33,6.19,89.29
WSPM_1,0.08,0.1,0.05,0.2,0.06,0.14,0.03,1.0,0.07,0.22,5.36
PM10_0,1.11,1.4,0.73,2.7,0.83,2.15,0.43,15.11,1.0,2.68,79.54
PM10_1,0.42,0.53,0.27,0.96,0.3,0.81,0.16,5.02,0.38,1.0,12.85
PM10_2,0.03,0.04,0.02,0.07,0.02,0.05,0.01,0.22,0.01,0.07,1.0
