,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.21,1.0,0.6,1.0,0.34,1.03,0.97,0.97,0.95,0.72
TEMP_1,,,,,,,,,,,
PRES_1,1.01,0.25,1.02,0.43,1.01,0.32,1.03,0.99,0.99,0.94,0.7
PRES_0,1.31,,1.04,2.16,1.31,0.71,1.39,0.96,1.01,1.58,1.24
DEWP_0,1.0,0.24,1.0,0.6,1.0,0.3,1.03,0.97,0.97,0.95,0.72
DEWP_1,1.79,,1.77,,1.79,4.94,1.96,,,1.83,
WSPM_0,1.03,0.28,1.03,0.61,1.03,0.32,1.09,0.87,0.97,1.03,0.76
WSPM_1,1.14,,1.14,0.75,1.14,,1.09,1.44,1.21,0.94,0.85
PM10_0,1.05,0.25,1.06,0.54,1.05,,1.06,1.19,1.16,0.8,0.48
PM10_1,1.13,,1.12,0.79,1.13,0.38,1.2,0.84,0.96,1.4,0.79
PM10_2,1.24,,1.22,0.97,1.24,0.64,1.32,0.65,0.53,1.27,1.85
