,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.05,0.44,0.05,0.22,0.05,0.23,0.07,0.04,0.07,0.05,0.09
TEMP_0,0.26,0.02,0.14,0.02,0.16,0.02,0.04,0.03,0.04,0.03,0.02
PRES_0,0.04,0.2,0.04,0.53,0.04,0.17,0.06,0.04,0.06,0.04,0.06
PRES_1,0.13,0.03,0.39,0.03,0.14,0.03,0.05,0.03,0.04,0.04,0.03
DEWP_1,0.04,0.22,0.04,0.17,0.04,0.64,0.06,0.04,0.06,0.04,0.06
DEWP_0,0.14,0.03,0.13,0.03,0.5,0.03,0.05,0.03,0.05,0.04,0.03
WSPM_0,0.34,0.34,0.34,0.36,0.32,0.39,0.29,0.28,0.32,0.23,0.21
WSPM_1,,,,,,,,,,,
PM10_0,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.05,0.06,0.14,0.69
PM10_1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,,0.01
PM10_2,,,,,,,,,,,
