,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.04,16.88,1.29,3.64,2.33,1.22,1.84,1.4,1.73,1.58,1.76
TEMP_0,25.43,1.06,4.42,1.38,1.75,5.64,2.2,3.48,2.38,2.72,2.32
PRES_0,1.19,2.65,1.02,30.08,2.1,1.13,1.53,1.52,1.7,1.4,1.34
PRES_1,6.22,1.61,56.74,1.03,1.91,8.64,2.89,2.93,2.43,3.48,3.93
DEWP_0,2.51,1.24,2.44,1.18,1.03,24.24,1.97,1.51,1.55,2.07,2.05
DEWP_1,1.66,5.15,1.69,6.6,31.11,1.04,2.03,2.97,2.81,1.94,1.95
WSPM_0,1.67,1.34,1.53,1.51,1.69,1.35,1.16,3.86,1.68,1.42,1.3
WSPM_1,2.49,3.92,2.88,2.98,2.45,3.86,7.4,1.35,2.47,3.4,4.31
PM10_0,2.18,1.98,2.32,1.77,1.83,2.58,2.29,1.8,1.13,8.9,
PM10_1,2.24,2.57,2.18,2.8,2.74,2.0,2.2,2.71,9.92,1.19,5.26
PM10_2,12.56,10.48,10.33,15.34,13.12,10.18,10.14,16.27,,25.48,1.27
