,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.74,1.39,1.07,0.73,0.82,1.43,0.93,0.59,0.85,0.74,0.85
TEMP_0,1.37,0.69,0.84,1.3,1.25,0.72,0.94,0.6,0.89,0.78,0.63
PRES_1,1.01,0.78,0.81,1.52,1.06,0.79,0.94,0.6,0.87,0.78,0.74
PRES_0,0.76,1.36,1.55,0.59,0.82,1.67,0.93,0.59,0.88,0.72,0.7
DEWP_1,0.79,1.14,1.04,0.75,0.79,1.83,0.93,0.63,0.9,0.72,0.7
DEWP_0,1.29,0.7,0.83,1.51,1.94,0.62,0.95,0.54,0.83,0.84,0.77
WSPM_0,0.89,0.9,0.95,0.87,0.92,0.99,0.93,0.65,0.89,0.72,0.67
WSPM_1,0.96,0.84,0.91,1.06,1.29,0.71,0.99,0.42,0.76,1.16,2.63
PM10_0,0.9,0.89,0.93,0.95,1.02,0.85,0.94,0.53,0.76,0.94,4.14
PM10_1,0.89,0.92,0.96,0.81,0.88,1.12,0.93,0.7,1.09,0.6,0.58
PM10_2,0.99,0.79,0.9,0.89,0.96,0.93,0.93,0.69,1.21,0.77,0.31
