,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,3.53,1.52,1.48,6.37,2.5,1.39,1.36,30.93,2.73,6.58,24.31
TEMP_0,1.6,4.52,2.25,2.18,1.22,5.7,1.37,29.73,2.64,6.51,35.96
PRES_1,2.27,3.74,2.31,2.36,1.6,4.54,1.37,30.79,2.71,6.49,32.02
PRES_0,3.28,1.39,0.94,8.31,2.48,1.25,1.36,29.56,2.65,6.66,25.5
DEWP_1,3.28,2.04,1.57,5.83,2.6,1.32,1.37,26.98,2.54,6.96,28.42
DEWP_0,1.55,4.38,2.28,2.1,0.77,6.81,1.36,35.85,2.92,5.88,31.98
WSPM_0,2.66,2.88,1.82,4.38,1.97,3.14,1.37,28.18,2.63,6.76,30.41
WSPM_1,2.37,3.23,1.96,4.58,1.53,4.99,1.33,43.15,3.04,5.33,26.18
PM10_0,2.61,2.75,1.84,4.27,1.83,3.88,1.36,38.0,3.15,5.26,13.84
PM10_1,2.77,2.97,1.8,4.55,2.06,2.75,1.37,23.46,2.4,8.43,32.76
PM10_2,2.13,4.05,2.0,4.62,1.74,3.12,1.37,7.9,0.81,7.65,121.03
