,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.21,0.38,0.23,0.31,0.19,0.5,0.16,0.5,0.21,0.3,1.31
TEMP_0,0.22,0.15,0.13,0.34,0.2,0.19,0.11,0.37,0.16,0.21,0.64
PRES_1,0.5,0.45,0.35,1.02,0.47,0.57,0.31,1.01,0.42,0.59,2.05
PRES_0,0.06,0.11,0.08,0.07,0.05,0.15,0.04,0.13,0.06,0.08,0.29
DEWP_1,0.34,0.53,0.36,0.49,0.3,0.91,0.26,0.82,0.36,0.46,1.67
DEWP_0,0.12,0.08,0.07,0.22,0.14,0.09,0.06,0.19,0.08,0.12,0.42
WSPM_0,0.99,1.16,0.87,1.47,0.91,1.53,0.67,2.24,0.94,1.21,4.11
WSPM_1,0.01,0.01,,0.01,0.01,0.01,,0.01,,0.01,0.09
PM10_0,0.29,0.32,0.24,0.47,0.28,0.38,0.19,0.57,0.24,0.41,4.32
PM10_1,0.06,0.08,0.06,0.09,0.05,0.11,0.04,0.15,0.07,0.07,0.21
PM10_2,,,,,,,,,,,
