,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.53,0.44,0.77,1.42,1.31,0.32,1.1,1.76,1.17,1.35,0.79
TEMP_0,0.51,1.67,1.26,0.42,0.57,1.53,1.09,1.76,1.12,1.3,1.17
PRES_1,0.86,1.32,1.33,0.36,0.78,1.21,1.1,1.79,1.16,1.29,1.0
PRES_0,1.42,0.44,0.38,2.07,1.31,0.27,1.1,1.71,1.12,1.4,0.9
DEWP_1,1.37,0.65,0.83,1.31,1.39,0.24,1.11,1.43,1.06,1.49,0.99
DEWP_0,0.52,1.61,1.29,0.36,0.27,1.94,1.07,2.3,1.28,1.07,0.92
WSPM_0,1.07,0.99,0.99,0.96,1.0,0.8,1.11,1.5,1.1,1.39,1.02
WSPM_1,0.93,1.16,1.07,0.9,0.72,1.38,1.01,3.28,1.4,0.95,0.64
PM10_0,1.04,0.98,1.02,0.87,0.88,1.05,1.08,2.38,1.47,0.89,0.28
PM10_1,1.11,1.0,0.96,1.04,1.09,0.66,1.12,1.11,0.87,2.03,1.04
PM10_2,0.85,1.31,1.05,1.07,0.93,0.8,1.11,0.3,0.13,1.47,5.09
