,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,0.99,0.83,1.0,0.66,0.92,0.78,0.92,0.82,0.82
TEMP_1,,,,,,,,,,,
PRES_1,1.0,0.68,0.97,1.33,1.0,0.77,0.92,0.77,0.91,0.84,0.86
PRES_0,1.0,,1.43,0.27,1.01,,0.91,0.86,1.16,0.64,0.59
DEWP_0,1.0,0.71,0.99,0.83,1.0,0.79,0.92,0.78,0.92,0.82,0.83
DEWP_1,1.0,,0.91,,1.09,0.07,0.93,,,0.73,
WSPM_0,1.0,0.6,0.99,0.76,1.0,0.56,0.87,0.99,0.99,0.73,0.72
WSPM_1,1.0,,0.98,1.16,1.0,,1.11,0.54,0.79,1.37,1.78
PM10_0,1.0,0.54,0.97,1.16,1.0,,0.94,0.68,0.78,1.17,3.21
PM10_1,1.0,,1.0,0.62,1.0,0.43,0.88,1.09,1.31,0.57,0.75
PM10_2,1.0,,1.0,0.67,1.0,0.32,0.89,1.05,1.9,0.83,0.35
