,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,0.92,1.02,0.91,0.99,0.94,1.02,0.89,0.95,0.93,0.66
TEMP_0,1.07,1.0,1.1,0.96,1.06,0.98,1.1,0.97,1.05,1.02,0.76
PRES_0,0.98,0.89,1.0,0.88,0.98,0.92,1.0,0.88,0.93,0.91,0.65
PRES_1,1.1,1.04,1.11,1.0,1.09,1.06,1.13,0.98,1.08,1.06,0.82
DEWP_0,1.01,0.94,1.02,0.91,1.0,0.93,1.03,0.91,0.98,0.94,0.72
DEWP_1,1.06,0.97,1.09,0.92,1.05,1.0,1.09,0.94,1.0,0.99,0.68
WSPM_0,0.97,0.91,0.99,0.88,0.97,0.9,1.0,0.88,0.94,0.91,0.63
WSPM_1,1.14,1.03,1.15,1.0,1.11,1.1,1.14,1.0,1.07,1.06,0.87
PM10_0,1.04,0.98,1.07,0.95,1.03,0.99,1.06,0.95,1.0,0.97,0.96
PM10_1,1.07,0.97,1.07,0.94,1.06,0.98,1.09,0.95,1.06,1.0,0.64
PM10_2,1.48,1.33,1.58,1.32,1.49,1.47,1.52,1.19,0.96,1.38,1.0
