,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.13,0.99,0.49,1.0,0.22,1.01,0.88,0.93,0.87,0.61
TEMP_1,,,,,,,,,,,
PRES_1,1.01,0.15,1.02,0.35,1.01,0.21,1.01,0.9,0.95,0.86,0.6
PRES_0,1.4,,1.11,1.89,1.4,0.49,1.45,0.93,1.03,1.54,1.12
DEWP_0,1.0,0.15,0.99,0.49,1.0,0.2,1.01,0.88,0.93,0.87,0.61
DEWP_1,2.07,,2.04,,2.07,3.69,2.21,,,1.93,
WSPM_0,1.04,0.17,1.03,0.5,1.04,0.21,1.07,0.79,0.93,0.95,0.65
WSPM_1,1.18,,1.17,0.63,1.18,,1.1,1.34,1.2,0.88,0.74
PM10_0,1.07,0.16,1.07,0.45,1.07,,1.05,1.09,1.13,0.74,0.41
PM10_1,1.17,,1.15,0.67,1.17,0.26,1.21,0.79,0.95,1.31,0.69
PM10_2,1.31,,1.28,0.84,1.31,0.43,1.37,0.62,0.54,1.23,1.66
