,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.39,1.0,0.54,1.04,1.53,1.08,1.2,1.02
PRES_0,1.0,1.0,0.34,1.0,0.54,1.04,1.53,1.08,1.2,1.03
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,0.4,1.0,0.48,1.04,1.53,1.08,1.2,1.01
DEWP_0,1.37,1.37,,1.37,5.7,1.43,2.33,1.53,1.98,3.95
WSPM_0,1.01,1.01,0.5,1.01,0.47,1.05,1.53,1.1,1.2,0.99
WSPM_1,1.16,1.16,,1.16,1.04,1.21,1.9,1.25,1.49,1.5
PM10_0,1.03,1.03,0.5,1.03,0.66,1.07,1.62,1.15,1.15,0.9
PM10_1,1.09,1.09,,1.09,0.32,1.14,1.57,1.14,1.52,1.37
PM10_2,1.41,1.41,,1.41,,1.47,1.94,1.45,2.0,4.35
