,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,28.48,1.04,3.79,1.0,18.48,1.16,1.95,1.3,1.85,3.0
TEMP_1,,,,,,,,,,,
PRES_1,0.97,27.49,1.0,3.66,0.97,18.35,1.12,1.9,1.26,1.78,2.89
PRES_0,0.26,,0.27,1.0,0.26,4.4,0.31,0.43,0.32,0.5,0.8
DEWP_0,1.0,28.45,1.03,3.78,1.0,18.46,1.16,1.95,1.3,1.85,2.99
DEWP_1,0.05,,0.06,,0.05,1.0,0.07,,,0.11,
WSPM_0,0.86,23.57,0.89,3.04,0.86,11.79,1.0,1.68,1.13,1.54,2.37
WSPM_1,0.51,,0.53,2.61,0.51,,0.59,1.0,0.65,1.11,2.61
PM10_0,0.77,24.51,0.79,3.36,0.77,,0.89,1.55,1.0,1.4,2.79
PM10_1,0.54,13.61,0.56,1.8,0.54,7.58,0.63,1.04,0.74,1.0,1.41
PM10_2,0.33,,0.34,1.31,0.33,4.22,0.39,0.46,0.36,0.63,1.0
