,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,0.99,0.4,0.95,0.55,0.99,0.26,0.78,0.47,0.77,0.52,0.51
TEMP_1,,,,,,,,,,,
PRES_1,0.75,0.21,0.7,0.82,0.75,0.24,0.59,0.35,0.57,0.41,0.41
PRES_0,,,,,,,,,,,
DEWP_0,0.99,0.3,0.95,0.55,0.99,0.32,0.77,0.47,0.76,0.52,0.51
DEWP_1,,,,,,,,,,,
WSPM_0,0.3,0.07,0.29,0.14,0.3,0.06,0.22,0.18,0.25,0.13,0.12
WSPM_1,,,,,,,,,,,0.01
PM10_0,0.12,0.03,0.11,0.12,0.12,,0.09,0.04,0.07,0.1,0.3
PM10_1,0.01,,0.01,,0.01,,0.01,0.01,0.01,,
PM10_2,,,,,,,,,,,
