,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.18,0.94,0.4,1.0,0.13,0.75,0.35,0.68,0.39,0.35
TEMP_1,,,,,,,,,,,
PRES_1,1.04,0.15,0.97,0.62,1.04,0.17,0.78,0.37,0.7,0.41,0.38
PRES_0,3.79,,3.98,0.28,3.78,0.14,2.83,1.25,2.67,1.23,0.91
DEWP_0,1.0,0.16,0.94,0.4,1.0,0.15,0.75,0.35,0.68,0.39,0.35
DEWP_1,18.46,,17.2,,18.43,0.07,15.26,,10.83,6.83,
WSPM_0,1.17,0.14,1.1,0.41,1.16,0.12,0.86,0.46,0.83,0.41,0.32
WSPM_1,1.96,,1.84,1.28,1.95,,1.5,0.53,1.17,1.2,2.4
PM10_0,1.31,0.23,1.23,0.78,1.31,1.04,0.98,0.41,0.78,0.62,1.19
PM10_1,1.85,0.18,1.75,0.47,1.85,0.17,1.37,0.85,1.47,0.56,0.44
PM10_2,2.99,,2.81,1.03,2.99,0.11,2.24,1.21,3.04,1.08,0.35
