,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.22,0.95,0.45,1.0,0.17,0.76,0.38,0.7,0.43,0.4
TEMP_1,,,,,,,,,,,
PRES_1,1.03,0.18,0.96,0.75,1.03,0.21,0.78,0.4,0.72,0.45,0.43
PRES_0,2.9,,3.38,0.21,2.9,0.14,2.17,1.09,2.27,0.97,0.74
DEWP_0,1.0,0.19,0.95,0.45,1.0,0.19,0.76,0.38,0.71,0.43,0.4
DEWP_1,10.3,,10.13,,10.29,0.04,8.51,,,3.81,
WSPM_0,1.13,0.16,1.07,0.44,1.13,0.15,0.84,0.5,0.85,0.42,0.36
WSPM_1,1.71,,1.61,1.43,1.71,,1.37,0.47,1.03,1.29,2.45
PM10_0,1.24,0.31,1.17,0.95,1.24,,0.95,0.41,0.74,0.68,1.55
PM10_1,1.63,0.17,1.56,0.44,1.63,0.17,1.22,0.87,1.43,0.5,0.45
PM10_2,2.4,,2.28,0.83,2.4,0.11,1.82,1.13,3.12,0.94,0.29
