,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,0.99,0.38,1.0,0.12,1.02,0.84,0.9,0.81,0.49
TEMP_1,,,,,,,,,,,
PRES_1,1.0,0.08,1.03,0.15,1.0,0.1,1.02,0.86,0.93,0.77,0.46
PRES_0,1.0,,0.47,3.51,1.0,,1.1,0.56,0.52,1.33,0.86
DEWP_0,1.0,0.07,0.99,0.38,1.0,0.09,1.02,0.84,0.9,0.81,0.49
DEWP_1,1.0,,0.71,,0.84,12.65,1.16,,,1.17,
WSPM_0,1.0,0.09,0.99,0.41,1.0,0.13,1.14,0.52,0.8,0.94,0.57
WSPM_1,1.0,,1.0,0.31,1.0,,0.7,1.75,1.19,0.44,0.26
PM10_0,1.0,0.1,1.02,0.22,1.0,,0.94,1.19,1.27,0.39,0.08
PM10_1,1.0,,0.96,0.61,1.0,0.15,1.14,0.38,0.48,1.67,0.45
PM10_2,1.0,,0.95,0.67,1.0,0.41,1.13,0.25,0.08,0.78,2.67
