,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.86,0.38,0.97,2.4,1.45,1.04,0.96,3.61,1.34,1.92,4.48
TEMP_0,0.34,2.09,1.32,1.06,0.88,2.24,0.93,3.48,1.26,1.85,5.83
PRES_1,1.2,1.85,1.51,0.52,1.12,2.19,1.01,3.99,1.43,1.93,5.54
PRES_0,1.56,0.75,0.27,2.85,1.33,0.76,0.88,2.88,1.12,1.85,4.72
DEWP_1,1.69,1.16,1.05,2.4,1.61,0.37,1.04,2.59,1.27,2.2,5.61
DEWP_0,0.76,1.82,1.28,0.85,0.23,2.59,0.82,4.5,1.35,1.42,4.61
WSPM_0,1.55,1.7,1.31,2.18,1.43,1.85,1.14,2.48,1.42,2.26,6.31
WSPM_1,1.0,1.09,0.89,1.24,0.66,1.68,0.43,5.62,1.17,0.89,1.72
PM10_0,1.41,1.5,1.22,1.83,1.15,1.98,0.92,4.62,1.73,0.8,
PM10_1,1.24,1.34,1.0,1.83,1.21,1.27,0.91,1.66,0.49,2.74,2.82
PM10_2,0.75,1.1,0.74,1.25,0.8,1.07,0.66,0.63,,0.78,10.5
