,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,23.6,13.64,5.0,150.75,10.58,22.33,2.2,8410.19,14.94,156.14,31623.27
TEMP_0,9.91,43.64,7.9,48.05,4.85,100.35,2.19,8557.54,14.44,151.56,45737.37
PRES_1,14.68,35.6,8.16,48.41,6.55,79.74,2.2,8621.33,14.83,151.32,40308.27
PRES_0,21.94,12.67,2.92,206.09,10.46,19.21,2.19,8207.72,14.47,159.1,34312.73
DEWP_1,21.79,18.78,5.36,138.53,11.02,19.71,2.21,7292.27,13.83,167.18,37852.94
DEWP_0,9.69,42.23,7.98,44.22,2.82,122.54,2.18,10402.15,16.12,132.62,38894.79
WSPM_0,17.52,27.18,6.29,102.58,8.18,53.95,2.21,7681.6,14.29,159.82,39428.0
WSPM_1,15.14,30.88,6.76,102.39,6.19,88.04,2.12,13132.47,17.15,120.16,31338.37
PM10_0,17.04,26.28,6.41,96.88,7.44,68.49,2.18,10961.93,17.9,115.9,14778.2
PM10_1,18.15,27.78,6.16,109.03,8.72,45.23,2.22,6125.8,12.36,212.37,42180.01
PM10_2,14.03,37.66,6.84,111.45,7.38,54.4,2.22,1725.23,3.18,178.31,174420.45
