,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,1.07,14.33,1.0,340.16,1.35,3.8,1.7,3.41,8.94
TEMP_1,,,,,,,,,,,
PRES_1,0.81,,0.84,28.6,0.81,327.07,1.1,3.04,1.35,2.84,7.48
PRES_0,,,,,,,,,,,
DEWP_0,0.99,,1.06,14.32,0.99,,1.34,3.78,1.69,3.4,8.91
DEWP_1,,,,,,,,,,,
WSPM_0,0.4,,0.43,5.49,0.4,128.83,0.49,2.71,0.76,1.23,3.19
WSPM_1,0.02,,0.02,0.31,0.02,,0.04,0.04,0.02,0.12,0.35
PM10_0,0.2,,0.21,4.28,0.2,,0.3,0.64,0.27,1.6,
PM10_1,0.02,,0.03,0.27,0.02,,0.03,0.16,0.1,0.05,0.35
PM10_2,,,,0.01,,,,0.01,,0.01,
